GROUP,GROUP_NUMBER,YEAR,SCENARIO,FIRM HEADROOM ( MVA ),NON-FIRM HEADROOM ( MVA ),CENTROID_X,CENTROID_Y,geopoint
PRIMARY,400225,2036,4 - HOLISTIC TRANSITION,-2.36,2.14,358843.354758252,414986.394625298,"53.629777315130625, -2.6238212271690378"
PRIMARY,400225,2033,4 - HOLISTIC TRANSITION,1.53,6.03,358843.354758252,414986.394625298,"53.629777315130625, -2.6238212271690378"
PRIMARY,400225,2029,4 - HOLISTIC TRANSITION,6.19,10.69,358843.354758252,414986.394625298,"53.629777315130625, -2.6238212271690378"
PRIMARY,400225,2026,4 - HOLISTIC TRANSITION,2.27,5.77,358843.354758252,414986.394625298,"53.629777315130625, -2.6238212271690378"
PRIMARY,400225,2051,4 - HOLISTIC TRANSITION,-10.53,-6.19,358843.354758252,414986.394625298,"53.629777315130625, -2.6238212271690378"
PRIMARY,400225,2051,5 - HYDROGEN EVOLUTION,-2.63,1.96,358843.354758252,414986.394625298,"53.629777315130625, -2.6238212271690378"
PRIMARY,400225,2046,5 - HYDROGEN EVOLUTION,-1.82,2.68,358843.354758252,414986.394625298,"53.629777315130625, -2.6238212271690378"
PRIMARY,400225,2025,5 - HYDROGEN EVOLUTION,2.68,6.18,358843.354758252,414986.394625298,"53.629777315130625, -2.6238212271690378"
PRIMARY,400225,2030,6 - ACCELERATED DECARBONISATION,4.4,8.9,358843.354758252,414986.394625298,"53.629777315130625, -2.6238212271690378"
PRIMARY,400225,2031,6 - ACCELERATED DECARBONISATION,2.96,7.46,358843.354758252,414986.394625298,"53.629777315130625, -2.6238212271690378"
PRIMARY,400225,2039,6 - ACCELERATED DECARBONISATION,-8.24,-3.74,358843.354758252,414986.394625298,"53.629777315130625, -2.6238212271690378"
PRIMARY,400225,2024,6 - ACCELERATED DECARBONISATION,3.46,6.96,358843.354758252,414986.394625298,"53.629777315130625, -2.6238212271690378"
PRIMARY,400225,2042,6 - ACCELERATED DECARBONISATION,-11.43,-6.93,358843.354758252,414986.394625298,"53.629777315130625, -2.6238212271690378"
PRIMARY,609612,2051,1 - BEST VIEW,-0.94,-0.66,344614.547170186,573046.645723105,"55.048814657499605, -2.8683968965502578"
PRIMARY,609612,2025,1 - BEST VIEW,0.04,0.34,344614.547170186,573046.645723105,"55.048814657499605, -2.8683968965502578"
PRIMARY,609612,2032,1 - BEST VIEW,-0.17,0.13,344614.547170186,573046.645723105,"55.048814657499605, -2.8683968965502578"
PRIMARY,609612,2031,1 - BEST VIEW,-0.14,0.16,344614.547170186,573046.645723105,"55.048814657499605, -2.8683968965502578"
PRIMARY,609612,2036,1 - BEST VIEW,-0.3,0.0,344614.547170186,573046.645723105,"55.048814657499605, -2.8683968965502578"
PRIMARY,609612,2031,2 - COUNTERFACTUAL,-0.2,0.1,344614.547170186,573046.645723105,"55.048814657499605, -2.8683968965502578"
PRIMARY,609612,2051,2 - COUNTERFACTUAL,-0.78,-0.46,344614.547170186,573046.645723105,"55.048814657499605, -2.8683968965502578"
PRIMARY,609612,2028,2 - COUNTERFACTUAL,-0.06,0.24,344614.547170186,573046.645723105,"55.048814657499605, -2.8683968965502578"
PRIMARY,609612,2024,2 - COUNTERFACTUAL,0.12,0.42,344614.547170186,573046.645723105,"55.048814657499605, -2.8683968965502578"
PRIMARY,609612,2029,3 - ELECTRIC ENGAGEMENT,-0.07,0.23,344614.547170186,573046.645723105,"55.048814657499605, -2.8683968965502578"
PRIMARY,609612,2028,3 - ELECTRIC ENGAGEMENT,-0.04,0.26,344614.547170186,573046.645723105,"55.048814657499605, -2.8683968965502578"
PRIMARY,609612,2025,3 - ELECTRIC ENGAGEMENT,0.03,0.33,344614.547170186,573046.645723105,"55.048814657499605, -2.8683968965502578"
PRIMARY,609612,2030,4 - HOLISTIC TRANSITION,-0.07,0.23,344614.547170186,573046.645723105,"55.048814657499605, -2.8683968965502578"
PRIMARY,609612,2027,4 - HOLISTIC TRANSITION,0.03,0.33,344614.547170186,573046.645723105,"55.048814657499605, -2.8683968965502578"
PRIMARY,609612,2039,4 - HOLISTIC TRANSITION,-0.61,-0.31,344614.547170186,573046.645723105,"55.048814657499605, -2.8683968965502578"
PRIMARY,609612,2051,4 - HOLISTIC TRANSITION,-0.61,-0.34,344614.547170186,573046.645723105,"55.048814657499605, -2.8683968965502578"
PRIMARY,609612,2029,4 - HOLISTIC TRANSITION,-0.03,0.27,344614.547170186,573046.645723105,"55.048814657499605, -2.8683968965502578"
PRIMARY,609612,2025,4 - HOLISTIC TRANSITION,0.08,0.38,344614.547170186,573046.645723105,"55.048814657499605, -2.8683968965502578"
PRIMARY,609612,2031,4 - HOLISTIC TRANSITION,-0.12,0.18,344614.547170186,573046.645723105,"55.048814657499605, -2.8683968965502578"
PRIMARY,609612,2051,5 - HYDROGEN EVOLUTION,-0.57,-0.28,344614.547170186,573046.645723105,"55.048814657499605, -2.8683968965502578"
PRIMARY,609612,2032,5 - HYDROGEN EVOLUTION,-0.08,0.22,344614.547170186,573046.645723105,"55.048814657499605, -2.8683968965502578"
PRIMARY,609612,2024,5 - HYDROGEN EVOLUTION,0.12,0.42,344614.547170186,573046.645723105,"55.048814657499605, -2.8683968965502578"
PRIMARY,609612,2030,5 - HYDROGEN EVOLUTION,-0.05,0.25,344614.547170186,573046.645723105,"55.048814657499605, -2.8683968965502578"
PRIMARY,609612,2026,5 - HYDROGEN EVOLUTION,0.02,0.32,344614.547170186,573046.645723105,"55.048814657499605, -2.8683968965502578"
PRIMARY,609612,2027,5 - HYDROGEN EVOLUTION,0.0,0.3,344614.547170186,573046.645723105,"55.048814657499605, -2.8683968965502578"
PRIMARY,609612,2027,6 - ACCELERATED DECARBONISATION,-0.05,0.25,344614.547170186,573046.645723105,"55.048814657499605, -2.8683968965502578"
PRIMARY,609612,2025,6 - ACCELERATED DECARBONISATION,0.03,0.33,344614.547170186,573046.645723105,"55.048814657499605, -2.8683968965502578"
PRIMARY,609612,2039,6 - ACCELERATED DECARBONISATION,-0.8,-0.5,344614.547170186,573046.645723105,"55.048814657499605, -2.8683968965502578"
PRIMARY,609612,2033,6 - ACCELERATED DECARBONISATION,-0.4,-0.1,344614.547170186,573046.645723105,"55.048814657499605, -2.8683968965502578"
PRIMARY,609612,2031,6 - ACCELERATED DECARBONISATION,-0.25,0.05,344614.547170186,573046.645723105,"55.048814657499605, -2.8683968965502578"
PRIMARY,609612,2030,6 - ACCELERATED DECARBONISATION,-0.18,0.12,344614.547170186,573046.645723105,"55.048814657499605, -2.8683968965502578"
PRIMARY,609612,2051,6 - ACCELERATED DECARBONISATION,-0.86,-0.58,344614.547170186,573046.645723105,"55.048814657499605, -2.8683968965502578"
PRIMARY,609056,2033,1 - BEST VIEW,-2.99,1.01,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2029,1 - BEST VIEW,-0.73,3.27,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2024,1 - BEST VIEW,3.29,7.29,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2027,1 - BEST VIEW,2.1,6.1,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2042,1 - BEST VIEW,-6.46,-2.46,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2028,1 - BEST VIEW,-0.75,3.25,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2039,1 - BEST VIEW,-5.39,-1.39,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2046,1 - BEST VIEW,-7.23,-3.23,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2029,2 - COUNTERFACTUAL,2.23,6.23,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2039,2 - COUNTERFACTUAL,0.18,4.18,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2026,2 - COUNTERFACTUAL,2.67,6.67,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2042,2 - COUNTERFACTUAL,-0.4,3.6,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2033,2 - COUNTERFACTUAL,1.41,5.41,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2024,2 - COUNTERFACTUAL,3.29,7.29,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2051,2 - COUNTERFACTUAL,-1.6,2.48,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2029,3 - ELECTRIC ENGAGEMENT,-0.71,3.29,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2027,3 - ELECTRIC ENGAGEMENT,1.97,5.97,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2025,3 - ELECTRIC ENGAGEMENT,2.34,6.34,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2046,4 - HOLISTIC TRANSITION,-6.93,-2.93,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2042,4 - HOLISTIC TRANSITION,-6.9,-2.9,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2036,4 - HOLISTIC TRANSITION,-5.01,-1.01,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2051,4 - HOLISTIC TRANSITION,-5.94,-2.16,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2027,5 - HYDROGEN EVOLUTION,2.36,6.36,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2051,5 - HYDROGEN EVOLUTION,-4.38,-0.48,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2025,5 - HYDROGEN EVOLUTION,2.66,6.66,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2036,5 - HYDROGEN EVOLUTION,-3.22,0.78,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2028,5 - HYDROGEN EVOLUTION,-0.41,3.59,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2024,5 - HYDROGEN EVOLUTION,3.29,7.29,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2029,6 - ACCELERATED DECARBONISATION,-3.05,0.95,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2026,6 - ACCELERATED DECARBONISATION,2.0,6.0,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2051,6 - ACCELERATED DECARBONISATION,-7.22,-3.41,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2031,6 - ACCELERATED DECARBONISATION,-3.21,0.79,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2046,6 - ACCELERATED DECARBONISATION,-8.09,-4.09,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2039,6 - ACCELERATED DECARBONISATION,-7.13,-3.13,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2025,6 - ACCELERATED DECARBONISATION,2.31,6.31,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2024,6 - ACCELERATED DECARBONISATION,3.29,7.29,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2027,6 - ACCELERATED DECARBONISATION,-0.68,3.32,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,609056,2036,6 - ACCELERATED DECARBONISATION,-5.87,-1.87,349800.442384126,483594.131098372,"54.24556003582887, -2.771851652795563"
PRIMARY,200115,2051,1 - BEST VIEW,-9.13,-8.49,385849.228103773,410533.489275237,"53.59118622723526, -2.2152563244847703"
PRIMARY,200115,2026,1 - BEST VIEW,3.75,4.46,385849.228103773,410533.489275237,"53.59118622723526, -2.2152563244847703"
PRIMARY,200115,2024,1 - BEST VIEW,7.38,8.09,385849.228103773,410533.489275237,"53.59118622723526, -2.2152563244847703"
PRIMARY,200115,2027,2 - COUNTERFACTUAL,5.91,6.62,385849.228103773,410533.489275237,"53.59118622723526, -2.2152563244847703"
PRIMARY,200115,2046,2 - COUNTERFACTUAL,-0.41,0.3,385849.228103773,410533.489275237,"53.59118622723526, -2.2152563244847703"
PRIMARY,200115,2036,2 - COUNTERFACTUAL,3.23,3.93,385849.228103773,410533.489275237,"53.59118622723526, -2.2152563244847703"
PRIMARY,200115,2029,2 - COUNTERFACTUAL,5.56,6.27,385849.228103773,410533.489275237,"53.59118622723526, -2.2152563244847703"
PRIMARY,200115,2031,2 - COUNTERFACTUAL,5.01,5.72,385849.228103773,410533.489275237,"53.59118622723526, -2.2152563244847703"
PRIMARY,200115,2025,2 - COUNTERFACTUAL,6.43,7.14,385849.228103773,410533.489275237,"53.59118622723526, -2.2152563244847703"
PRIMARY,200115,2030,3 - ELECTRIC ENGAGEMENT,1.65,2.36,385849.228103773,410533.489275237,"53.59118622723526, -2.2152563244847703"
PRIMARY,200115,2032,3 - ELECTRIC ENGAGEMENT,1.06,1.77,385849.228103773,410533.489275237,"53.59118622723526, -2.2152563244847703"
PRIMARY,200115,2033,3 - ELECTRIC ENGAGEMENT,0.75,1.46,385849.228103773,410533.489275237,"53.59118622723526, -2.2152563244847703"
PRIMARY,200115,2039,3 - ELECTRIC ENGAGEMENT,-3.47,-2.76,385849.228103773,410533.489275237,"53.59118622723526, -2.2152563244847703"
PRIMARY,200115,2031,3 - ELECTRIC ENGAGEMENT,1.38,2.09,385849.228103773,410533.489275237,"53.59118622723526, -2.2152563244847703"
PRIMARY,200115,2031,4 - HOLISTIC TRANSITION,1.96,2.67,385849.228103773,410533.489275237,"53.59118622723526, -2.2152563244847703"
PRIMARY,200115,2029,4 - HOLISTIC TRANSITION,3.37,4.08,385849.228103773,410533.489275237,"53.59118622723526, -2.2152563244847703"
PRIMARY,200115,2028,4 - HOLISTIC TRANSITION,3.76,4.47,385849.228103773,410533.489275237,"53.59118622723526, -2.2152563244847703"
PRIMARY,200115,2033,5 - HYDROGEN EVOLUTION,3.46,4.17,385849.228103773,410533.489275237,"53.59118622723526, -2.2152563244847703"
PRIMARY,200115,2029,5 - HYDROGEN EVOLUTION,4.66,5.37,385849.228103773,410533.489275237,"53.59118622723526, -2.2152563244847703"
PRIMARY,200115,2026,5 - HYDROGEN EVOLUTION,5.21,5.92,385849.228103773,410533.489275237,"53.59118622723526, -2.2152563244847703"
PRIMARY,200115,2027,5 - HYDROGEN EVOLUTION,5.02,5.73,385849.228103773,410533.489275237,"53.59118622723526, -2.2152563244847703"
PRIMARY,200115,2028,5 - HYDROGEN EVOLUTION,4.86,5.56,385849.228103773,410533.489275237,"53.59118622723526, -2.2152563244847703"
PRIMARY,200115,2030,5 - HYDROGEN EVOLUTION,4.45,5.16,385849.228103773,410533.489275237,"53.59118622723526, -2.2152563244847703"
PRIMARY,200115,2042,6 - ACCELERATED DECARBONISATION,-8.72,-8.01,385849.228103773,410533.489275237,"53.59118622723526, -2.2152563244847703"
PRIMARY,200115,2026,6 - ACCELERATED DECARBONISATION,2.77,3.47,385849.228103773,410533.489275237,"53.59118622723526, -2.2152563244847703"
PRIMARY,200115,2028,6 - ACCELERATED DECARBONISATION,1.99,2.69,385849.228103773,410533.489275237,"53.59118622723526, -2.2152563244847703"
PRIMARY,200115,2039,6 - ACCELERATED DECARBONISATION,-6.78,-6.07,385849.228103773,410533.489275237,"53.59118622723526, -2.2152563244847703"
PRIMARY,200115,2024,6 - ACCELERATED DECARBONISATION,7.38,8.09,385849.228103773,410533.489275237,"53.59118622723526, -2.2152563244847703"
PRIMARY,200115,2036,6 - ACCELERATED DECARBONISATION,-4.26,-3.55,385849.228103773,410533.489275237,"53.59118622723526, -2.2152563244847703"
PRIMARY,609002,2031,1 - BEST VIEW,14.53,35.03,319424.143973935,473466.691598607,"54.150676029917804, -3.235184728838815"
PRIMARY,609002,2032,1 - BEST VIEW,14.37,34.87,319424.143973935,473466.691598607,"54.150676029917804, -3.235184728838815"
PRIMARY,609002,2029,1 - BEST VIEW,14.37,34.87,319424.143973935,473466.691598607,"54.150676029917804, -3.235184728838815"
PRIMARY,609002,2028,1 - BEST VIEW,14.3,34.8,319424.143973935,473466.691598607,"54.150676029917804, -3.235184728838815"
PRIMARY,609002,2024,1 - BEST VIEW,14.48,34.98,319424.143973935,473466.691598607,"54.150676029917804, -3.235184728838815"
PRIMARY,609002,2051,1 - BEST VIEW,12.84,33.16,319424.143973935,473466.691598607,"54.150676029917804, -3.235184728838815"
PRIMARY,609002,2025,1 - BEST VIEW,14.53,35.03,319424.143973935,473466.691598607,"54.150676029917804, -3.235184728838815"
PRIMARY,609002,2036,1 - BEST VIEW,13.27,33.77,319424.143973935,473466.691598607,"54.150676029917804, -3.235184728838815"
PRIMARY,609002,2029,2 - COUNTERFACTUAL,14.36,34.86,319424.143973935,473466.691598607,"54.150676029917804, -3.235184728838815"
PRIMARY,609002,2036,2 - COUNTERFACTUAL,13.45,33.95,319424.143973935,473466.691598607,"54.150676029917804, -3.235184728838815"
PRIMARY,609002,2039,2 - COUNTERFACTUAL,12.84,33.34,319424.143973935,473466.691598607,"54.150676029917804, -3.235184728838815"
PRIMARY,609002,2025,2 - COUNTERFACTUAL,14.52,35.02,319424.143973935,473466.691598607,"54.150676029917804, -3.235184728838815"
PRIMARY,609002,2031,2 - COUNTERFACTUAL,14.53,35.03,319424.143973935,473466.691598607,"54.150676029917804, -3.235184728838815"
PRIMARY,609002,2027,2 - COUNTERFACTUAL,14.22,34.72,319424.143973935,473466.691598607,"54.150676029917804, -3.235184728838815"
PRIMARY,609002,2031,3 - ELECTRIC ENGAGEMENT,14.71,35.21,319424.143973935,473466.691598607,"54.150676029917804, -3.235184728838815"
PRIMARY,609002,2025,3 - ELECTRIC ENGAGEMENT,14.57,35.07,319424.143973935,473466.691598607,"54.150676029917804, -3.235184728838815"
PRIMARY,609002,2033,3 - ELECTRIC ENGAGEMENT,14.7,35.2,319424.143973935,473466.691598607,"54.150676029917804, -3.235184728838815"
PRIMARY,609002,2029,3 - ELECTRIC ENGAGEMENT,14.49,34.99,319424.143973935,473466.691598607,"54.150676029917804, -3.235184728838815"
PRIMARY,609002,2051,4 - HOLISTIC TRANSITION,11.43,31.59,319424.143973935,473466.691598607,"54.150676029917804, -3.235184728838815"
PRIMARY,609002,2030,4 - HOLISTIC TRANSITION,8.44,28.94,319424.143973935,473466.691598607,"54.150676029917804, -3.235184728838815"
PRIMARY,609002,2051,5 - HYDROGEN EVOLUTION,13.29,33.62,319424.143973935,473466.691598607,"54.150676029917804, -3.235184728838815"
PRIMARY,609002,2026,5 - HYDROGEN EVOLUTION,14.31,34.81,319424.143973935,473466.691598607,"54.150676029917804, -3.235184728838815"
PRIMARY,609002,2025,5 - HYDROGEN EVOLUTION,14.54,35.04,319424.143973935,473466.691598607,"54.150676029917804, -3.235184728838815"
PRIMARY,609002,2032,6 - ACCELERATED DECARBONISATION,8.36,28.86,319424.143973935,473466.691598607,"54.150676029917804, -3.235184728838815"
PRIMARY,609002,2039,6 - ACCELERATED DECARBONISATION,7.9,28.4,319424.143973935,473466.691598607,"54.150676029917804, -3.235184728838815"
PRIMARY,205320_T13,2046,1 - BEST VIEW,-3.87,-3.87,372143.156858433,400282.956577647,"53.49850138895348, -2.421400343814437"
PRIMARY,205320_T13,2042,1 - BEST VIEW,-2.22,-2.22,372143.156858433,400282.956577647,"53.49850138895348, -2.421400343814437"
PRIMARY,205320_T13,2028,1 - BEST VIEW,2.98,2.98,372143.156858433,400282.956577647,"53.49850138895348, -2.421400343814437"
PRIMARY,205320_T13,2039,1 - BEST VIEW,-0.69,-0.69,372143.156858433,400282.956577647,"53.49850138895348, -2.421400343814437"
PRIMARY,205320_T13,2032,1 - BEST VIEW,2.46,2.46,372143.156858433,400282.956577647,"53.49850138895348, -2.421400343814437"
PRIMARY,205320_T13,2051,3 - ELECTRIC ENGAGEMENT,-4.27,-4.39,372143.156858433,400282.956577647,"53.49850138895348, -2.421400343814437"
PRIMARY,205320_T13,2026,3 - ELECTRIC ENGAGEMENT,3.21,3.21,372143.156858433,400282.956577647,"53.49850138895348, -2.421400343814437"
PRIMARY,205320_T13,2029,4 - HOLISTIC TRANSITION,3.13,3.13,372143.156858433,400282.956577647,"53.49850138895348, -2.421400343814437"
PRIMARY,205320_T13,2031,4 - HOLISTIC TRANSITION,2.37,2.37,372143.156858433,400282.956577647,"53.49850138895348, -2.421400343814437"
PRIMARY,205320_T13,2033,4 - HOLISTIC TRANSITION,1.19,1.19,372143.156858433,400282.956577647,"53.49850138895348, -2.421400343814437"
PRIMARY,205320_T13,2028,4 - HOLISTIC TRANSITION,3.24,3.24,372143.156858433,400282.956577647,"53.49850138895348, -2.421400343814437"
PRIMARY,205320_T13,2027,4 - HOLISTIC TRANSITION,3.33,3.33,372143.156858433,400282.956577647,"53.49850138895348, -2.421400343814437"
PRIMARY,205320_T13,2036,4 - HOLISTIC TRANSITION,-0.57,-0.57,372143.156858433,400282.956577647,"53.49850138895348, -2.421400343814437"
PRIMARY,205320_T13,2024,4 - HOLISTIC TRANSITION,3.37,3.37,372143.156858433,400282.956577647,"53.49850138895348, -2.421400343814437"
PRIMARY,205320_T13,2032,5 - HYDROGEN EVOLUTION,2.71,2.71,372143.156858433,400282.956577647,"53.49850138895348, -2.421400343814437"
PRIMARY,205320_T13,2042,5 - HYDROGEN EVOLUTION,0.98,0.98,372143.156858433,400282.956577647,"53.49850138895348, -2.421400343814437"
PRIMARY,205320_T13,2024,5 - HYDROGEN EVOLUTION,3.37,3.37,372143.156858433,400282.956577647,"53.49850138895348, -2.421400343814437"
PRIMARY,205320_T13,2033,5 - HYDROGEN EVOLUTION,2.55,2.55,372143.156858433,400282.956577647,"53.49850138895348, -2.421400343814437"
PRIMARY,205320_T13,2030,5 - HYDROGEN EVOLUTION,2.97,2.97,372143.156858433,400282.956577647,"53.49850138895348, -2.421400343814437"
PRIMARY,205320_T13,2027,5 - HYDROGEN EVOLUTION,3.17,3.17,372143.156858433,400282.956577647,"53.49850138895348, -2.421400343814437"
PRIMARY,205320_T13,2051,6 - ACCELERATED DECARBONISATION,-4.73,-4.82,372143.156858433,400282.956577647,"53.49850138895348, -2.421400343814437"
PRIMARY,205320_T13,2024,6 - ACCELERATED DECARBONISATION,3.37,3.37,372143.156858433,400282.956577647,"53.49850138895348, -2.421400343814437"
PRIMARY,205320_T13,2036,6 - ACCELERATED DECARBONISATION,-0.98,-0.98,372143.156858433,400282.956577647,"53.49850138895348, -2.421400343814437"
PRIMARY,400047,2033,1 - BEST VIEW,12.02,16.52,382617.956989197,438149.200156457,"53.83929790874381, -2.2656331250542676"
PRIMARY,400047,2028,1 - BEST VIEW,3.38,17.13,382617.956989197,438149.200156457,"53.83929790874381, -2.2656331250542676"
PRIMARY,400047,2027,1 - BEST VIEW,3.64,17.39,382617.956989197,438149.200156457,"53.83929790874381, -2.2656331250542676"
PRIMARY,400047,2030,1 - BEST VIEW,12.25,16.75,382617.956989197,438149.200156457,"53.83929790874381, -2.2656331250542676"
PRIMARY,400047,2046,1 - BEST VIEW,8.42,12.92,382617.956989197,438149.200156457,"53.83929790874381, -2.2656331250542676"
PRIMARY,400047,2026,1 - BEST VIEW,3.9,17.65,382617.956989197,438149.200156457,"53.83929790874381, -2.2656331250542676"
PRIMARY,400047,2025,1 - BEST VIEW,4.25,18.0,382617.956989197,438149.200156457,"53.83929790874381, -2.2656331250542676"
PRIMARY,400047,2036,2 - COUNTERFACTUAL,12.8,17.3,382617.956989197,438149.200156457,"53.83929790874381, -2.2656331250542676"
PRIMARY,400047,2039,2 - COUNTERFACTUAL,12.46,16.96,382617.956989197,438149.200156457,"53.83929790874381, -2.2656331250542676"
PRIMARY,400047,2031,2 - COUNTERFACTUAL,13.34,17.84,382617.956989197,438149.200156457,"53.83929790874381, -2.2656331250542676"
PRIMARY,400047,2027,2 - COUNTERFACTUAL,4.38,18.13,382617.956989197,438149.200156457,"53.83929790874381, -2.2656331250542676"
PRIMARY,400047,2027,3 - ELECTRIC ENGAGEMENT,3.58,17.32,382617.956989197,438149.200156457,"53.83929790874381, -2.2656331250542676"
PRIMARY,400047,2025,3 - ELECTRIC ENGAGEMENT,4.19,17.94,382617.956989197,438149.200156457,"53.83929790874381, -2.2656331250542676"
PRIMARY,400047,2039,3 - ELECTRIC ENGAGEMENT,10.51,15.01,382617.956989197,438149.200156457,"53.83929790874381, -2.2656331250542676"
PRIMARY,400047,2036,3 - ELECTRIC ENGAGEMENT,11.5,16.0,382617.956989197,438149.200156457,"53.83929790874381, -2.2656331250542676"
PRIMARY,400047,2032,4 - HOLISTIC TRANSITION,11.75,16.25,382617.956989197,438149.200156457,"53.83929790874381, -2.2656331250542676"
PRIMARY,400047,2024,4 - HOLISTIC TRANSITION,4.61,18.35,382617.956989197,438149.200156457,"53.83929790874381, -2.2656331250542676"
PRIMARY,400047,2031,4 - HOLISTIC TRANSITION,12.11,16.61,382617.956989197,438149.200156457,"53.83929790874381, -2.2656331250542676"
PRIMARY,400047,2046,4 - HOLISTIC TRANSITION,7.95,12.45,382617.956989197,438149.200156457,"53.83929790874381, -2.2656331250542676"
PRIMARY,400047,2025,5 - HYDROGEN EVOLUTION,4.54,18.29,382617.956989197,438149.200156457,"53.83929790874381, -2.2656331250542676"
PRIMARY,400047,2033,5 - HYDROGEN EVOLUTION,12.47,16.97,382617.956989197,438149.200156457,"53.83929790874381, -2.2656331250542676"
PRIMARY,400047,2030,5 - HYDROGEN EVOLUTION,12.72,17.22,382617.956989197,438149.200156457,"53.83929790874381, -2.2656331250542676"
PRIMARY,400047,2028,5 - HYDROGEN EVOLUTION,3.8,17.54,382617.956989197,438149.200156457,"53.83929790874381, -2.2656331250542676"
PRIMARY,400047,2029,5 - HYDROGEN EVOLUTION,12.74,17.24,382617.956989197,438149.200156457,"53.83929790874381, -2.2656331250542676"
PRIMARY,400047,2036,5 - HYDROGEN EVOLUTION,12.13,16.63,382617.956989197,438149.200156457,"53.83929790874381, -2.2656331250542676"
PRIMARY,400047,2032,5 - HYDROGEN EVOLUTION,12.58,17.08,382617.956989197,438149.200156457,"53.83929790874381, -2.2656331250542676"
PRIMARY,400047,2036,6 - ACCELERATED DECARBONISATION,10.02,14.52,382617.956989197,438149.200156457,"53.83929790874381, -2.2656331250542676"
PRIMARY,400047,2051,6 - ACCELERATED DECARBONISATION,8.06,12.42,382617.956989197,438149.200156457,"53.83929790874381, -2.2656331250542676"
PRIMARY,400047,2039,6 - ACCELERATED DECARBONISATION,8.94,13.44,382617.956989197,438149.200156457,"53.83929790874381, -2.2656331250542676"
PRIMARY,400047,2025,6 - ACCELERATED DECARBONISATION,4.21,17.96,382617.956989197,438149.200156457,"53.83929790874381, -2.2656331250542676"
PRIMARY,400047,2032,6 - ACCELERATED DECARBONISATION,11.4,15.9,382617.956989197,438149.200156457,"53.83929790874381, -2.2656331250542676"
PRIMARY,400047,2024,6 - ACCELERATED DECARBONISATION,4.61,18.35,382617.956989197,438149.200156457,"53.83929790874381, -2.2656331250542676"
PRIMARY,400047,2028,6 - ACCELERATED DECARBONISATION,3.32,17.07,382617.956989197,438149.200156457,"53.83929790874381, -2.2656331250542676"
