AssetID,GSP Grouping / Default Order,Map / License Area,Substation,Upstream GSP,Upstream BSP,Substation Type,Voltage (kV),Location Latitude,Location Longitude,Grid Reference,Substation Comment,LTDS CIM Nodes,Transformer Nameplate Ratings,Single Transformer Site,Maximum Observed Gross Demand (MVA),Minimum Observed Gross Demand (MVA),Contracted Demand Excl BESS (MVA),Contracted BESS Demand (MVA),Estimated Demand Headroom (MVA),Substation Demand RAG Status,Demand Constraint,TIA Threshold,Connected Generation (MW),Contracted Generation (MW),Technical Limits Agreed at GSP,Estimated Generation Headroom (MW),3-Phase Break Fault Rating (kA),3-Phase Break Fault Level (kA),Substation Generation RAG Status,Generation Constraint,Upstream Reinforcement Works,Upstream Reinforcement Completion Date,Substation Reinforcement Works,Substation Reinforcement Completion Date
S - INNE - 06,S - INNE - 06,Scotland / SHEPD,Hilton Primary,Inverness GSP,N/A,Primary,33 / 11,57.46018374,-4.213187299,NH 67326 43262,,83513,2 x 12 / 24MVA,No,11.17,2.66,6.82,0.00,0.00,Red,Upstream Thermal Capacity,200kW,0.00,0.53,Yes,0.00,13.10,8.88,Red,Upstream Thermal Capacity,,,,
S - INNE - 07,S - INNE - 07,Scotland / SHEPD,Inverarnie Primary,Inverness GSP,N/A,Primary,33 / 11,57.3862013,-4.183710872,NH 68830 34971,,83528,1 x 2.5MVA,Yes,0.95,0.14,0.75,0.00,0.00,Red,Upstream Thermal Capacity,200kW,0.48,0.00,Yes,0.00,13.10,1.84,Red,Upstream Thermal Capacity,,,,
S - INNE - 08,S - INNE - 08,Scotland / SHEPD,Inverness Primary,Inverness GSP,N/A,Primary,33 / 11,57.45386636,-4.246552016,NH 65302 42625,,83523,2 x 7.5 / 15MVA,No,8.23,1.19,4.55,0.00,0.00,Red,Upstream Thermal Capacity,200kW,0.00,0.00,Yes,0.00,25.00,11.22,Red,Upstream Thermal Capacity,,,,
S - INNE - 09,S - INNE - 09,Scotland / SHEPD,Longman Drive Primary,Inverness GSP,N/A,Primary,33 / 11,57.491613,-4.218218,NH 67139 46770,,10741,2 x 12 / 24MVA,No,11.30,1.63,3.85,0.00,0.00,Red,Upstream Thermal Capacity,200kW,0.00,0.00,Yes,0.00,25.00,8.25,Red,Upstream Thermal Capacity,,,,
S - INNE - 10,S - INNE - 10,Scotland / SHEPD,Raigmore Primary,Inverness GSP,N/A,Primary,33 / 11,57.47334734,-4.195631584,NH 68427 44693,,83508,2 x 12 / 24MVA,No,17.34,4.07,4.99,0.00,0.00,Red,Substation Thermal Capacity & Upstream Thermal Capacity,200kW,0.00,0.51,Yes,0.00,13.10,9.29,Red,Upstream Thermal Capacity,"Reinforce the 33kV circuit between Culloden and Raigmore primaries (Dec-25)

Establish a new Primary substation south of Raigmore Primary including 2 x 15 / 30MVA transformers. The new substation will be fed via 2 new 33kV circuits from Inverness GSP which will be extended to also connect into Raigmore Primary.",Aug-29,,
S - INNE - 11,S - INNE - 11,Scotland / SHEPD,Waterloo Place Primary,Inverness GSP,N/A,Primary,33 / 11,57.48266446,-4.231656861,NH 66301 45800,,83519,2 x 11.5 / 23MVA,No,16.42,2.64,4.97,0.00,0.00,Red,Substation Thermal Capacity & Upstream Thermal Capacity,200kW,0.00,0.00,Yes,0.00,18.40,9.22,Red,Upstream Thermal Capacity,,,Replace both transformers with 20 / 40MVA units and replace the 11kV board with 25kA break / 62.5kA make switchgear,Mar-27
S - KEIT (1) - 01,S - KEIT (1) - 01,Scotland / SHEPD,Keith 1 GSP,N/A,N/A,GSP,132 / 33,57.54081211,-2.93850355,NJ 43916 50464,,"10899, 10901",2 x 90MVA,No,23.84,11.47,17.81,271.65,N/A,Green,,200kW,86.88,291.47,No,N/A,31.50,12.26,Red,Substation Thermal Capacity,,,,
S - KEIT (1) - 02,S - KEIT (1) - 02,Scotland / SHEPD,Buckie Primary,Keith 1 GSP,N/A,Primary,33 / 11,57.66950712,-2.952311374,NJ 43291 64802,,83645,2 x 12 / 24MVA,No,9.92,2.17,3.57,0.00,0.00,Red,Upstream Thermal Capacity & Upstream Voltage Constraint,200kW,0.00,2.37,No,0.00,13.10,5.79,Red,Upstream Thermal Capacity,Install a new 33kV circuit between Keith 1 GSP and Buckie Primary to allow Cullen to be removed from the existing 33kV ring,Mar-29,,
S - KEIT (1) - 03,S - KEIT (1) - 03,Scotland / SHEPD,Cullen Primary,Keith 1 GSP,N/A,Primary,33 / 11,57.67254344,-2.813251121,NJ 51590 65032,,83641,2 x 7.5 / 15MVA,No,2.52,0.36,0.28,0.00,0.00,Red,Substation Thermal Capacity & Upstream Thermal Capacity & Upstream Voltage Constraint,200kW,0.48,0.00,No,0.00,20.00,4.04,Red,Upstream Thermal Capacity,Install a new 33kV circuit between Keith 1 GSP and Buckie Primary to allow Cullen to be removed from the existing 33kV ring,Mar-29,,
S - KEIT (1) - 04,S - KEIT (1) - 04,Scotland / SHEPD,Limehillocks Primary,Keith 1 GSP,N/A,Primary,33 / 11,57.5439002,-2.80197129,NJ 52093 50703,,83651,1 x 2.5MVA,Yes,1.81,0.26,0.10,0.00,0.00,Red,Substation Thermal Capacity,200kW,1.10,0.00,No,0.00,12.50,2.02,Red,Upstream Thermal Capacity,,,,
S - KEIT (1) - 05,S - KEIT (1) - 05,Scotland / SHEPD,Marnoch Primary,Keith 1 GSP,N/A,Primary,33 / 11,57.56547817,-2.637598806,NJ 61955 53001,,"83653, 83681",1 x 5MVA + 1 x 6MVA,No,4.49,0.65,0.79,0.00,1.54,Green,,200kW,5.39,0.00,No,0.00,13.10,3.66,Red,Substation Thermal Capacity & Upstream Thermal Capacity,,,,
S - KEIT (2) - 01,S - KEIT (2) - 01,Scotland / SHEPD,Keith 2 GSP,N/A,N/A,GSP,132 / 33,57.540585,-2.9373616,NJ 43984 50438,,"10900, 10902",2 x 90MVA,No,31.08,16.21,9.48,312.33,N/A,Green,,200kW,72.71,376.00,No,N/A,31.50,13.59,Red,Substation Thermal Capacity,,,Transfer existing embedded generation alongside Insch Primary from Keith 2 GSP to Rothienorman GSP,Mar-28
S - KEIT (2) - 02,S - KEIT (2) - 02,Scotland / SHEPD,Aberlour Primary,Keith 2 GSP,N/A,Primary,33 / 11,57.45195066,-3.254637737,NJ 24809 40878,,83612,2 x 5MVA,No,5.20,0.75,2.92,0.00,0.00,Red,Substation Thermal Capacity & Upstream Voltage Constraint,200kW,0.00,0.00,No,0.00,13.10,5.60,Red,Upstream Thermal Capacity,,,,
S - KEIT (2) - 03,S - KEIT (2) - 03,Scotland / SHEPD,Dufftown Primary,Keith 2 GSP,N/A,Primary,33 / 11,57.44271539,-3.133518194,NJ 32060 39722,,83618,2 x 5MVA,No,5.37,0.96,1.48,0.00,0.07,Red,Substation Thermal Capacity,200kW,0.00,0.00,No,0.00,13.10,5.61,Red,Upstream Thermal Capacity,,,Replace both transformers with 7.5 / 15MVA units,Mar-30
S - KEIT (2) - 04,S - KEIT (2) - 04,Scotland / SHEPD,Huntly Primary,Keith 2 GSP,N/A,Primary,33 / 11,57.44080417,-2.788577282,NJ 52762 39217,,83625,2 x 7.5 / 15MVA,No,5.87,0.85,1.00,0.00,8.08,Green,,200kW,1.31,0.00,No,0.00,13.10,6.29,Red,Upstream Thermal Capacity,,,,
S - KEIT (2) - 05,S - KEIT (2) - 05,Scotland / SHEPD,Insch Primary,Keith 2 GSP,N/A,Primary,33 / 11,57.34685796,-2.614782433,NJ 63100 28651,,83630,2 x 5MVA,No,6.42,0.93,0.56,0.00,0.53,Amber,Substation Thermal Capacity,200kW,0.85,0.00,No,0.00,13.10,3.94,Red,Upstream Thermal Capacity,Transfer Insch Primary from Keith 2 GSP to Rothienorman GSP,Dec-27,Replace both transformers with 7.5 / 15MVA units and replace the 11kV board with 25kA break / 62.5kA make switchgear,Dec-27
S - KEIT (2) - 06,S - KEIT (2) - 06,Scotland / SHEPD,Keith Primary,Keith 2 GSP,N/A,Primary,33 / 11,57.54027935,-2.938334223,NJ 43925 50405,,83602,2 x 7.5 / 15MVA,No,7.45,1.63,1.13,0.00,6.42,Green,,200kW,1.12,0.00,No,0.00,13.10,8.59,Red,Upstream Thermal Capacity,,,,
S - KEIT (2) - 07,S - KEIT (2) - 07,Scotland / SHEPD,Rothes Primary,Keith 2 GSP,N/A,Primary,33 / 11,57.53161469,-3.205740113,NJ 27901 49693,,83605,2 x 5MVA,No,5.00,0.81,1.65,0.00,0.51,Amber,Substation Thermal Capacity,200kW,0.00,0.00,No,0.00,13.10,6.06,Red,Upstream Thermal Capacity,,,Replace the 11kV board with 25kA break / 62.5kA make switchgear,Mar-29
S - KIIN - 01,S - KIIN - 01,Scotland / SHEPD,Killin GSP,N/A,N/A,GSP,132 / 33,56.47711417,-4.329514163,NN 56618 34099,,"11595, 15630",2 x 45MVA,No,9.43,3.54,15.43,102.34,N/A,Green,,200kW,27.14,92.50,No,N/A,25.00,11.33,Red,Substation Thermal Capacity,"Transmission works:
Replace both transformers with 120MVA units",Apr-28,,
S - KIIN - 02,S - KIIN - 02,Scotland / SHEPD,Ardchyle Primary,Killin GSP,N/A,Primary,33 / 11,56.432149,-4.3897625,NN 52734 29223,,N/A,1 x 0.1MVA,Yes,0.02,0.01,0.00,0.00,0.00,Red,Upstream Voltage Constraint,200kW,0.00,0.00,No,0.00,N/A,N/A,Red,Upstream Thermal Capacity,,,,
S - KIIN - 03,S - KIIN - 03,Scotland / SHEPD,Cashlie Primary,Killin GSP,N/A,Primary,33 / 11,56.54749371,-4.429939459,NN 50711 42144,,83724,1 x 1MVA,Yes,0.13,0.03,0.02,0.00,1.04,Green,,200kW,0.00,0.00,No,0.00,N/A,0.89,Red,Upstream Thermal Capacity,,,,
S - KIIN - 04,S - KIIN - 04,Scotland / SHEPD,Chaorach Primary,Killin GSP,N/A,Primary,33 / 11,56.414816,-4.5074531,NN4540827553,,83751,1 x 4MVA,Yes,1.23,0.18,0.02,0.00,0.00,Red,Upstream Voltage Constraint,200kW,3.52,0.00,No,0.00,20.00,2.49,Red,Substation Thermal Capacity & Upstream Thermal Capacity,,,,
S - KIIN - 05,S - KIIN - 05,Scotland / SHEPD,Killin Town Primary,Killin GSP,N/A,Primary,33 / 11,56.46430908,-4.323650434,NN 56931 32662,,83715,1 x 2.5MVA,Yes,1.19,0.17,0.13,0.00,0.00,Red,Upstream Voltage Constraint,200kW,0.10,0.00,No,0.00,13.10,2.10,Red,Upstream Thermal Capacity,,,,
S - KIIN - 06,S - KIIN - 06,Scotland / SHEPD,Lochearnhead Primary,Killin GSP,N/A,Primary,33 / 11,56.38869972,-4.28931867,NN 58766 24177,,83712,1 x 2.5MVA,Yes,1.64,0.24,0.07,0.00,0.00,Red,Upstream Voltage Constraint,200kW,2.02,0.10,No,0.00,13.10,3.68,Red,Substation Thermal Capacity & Upstream Thermal Capacity,,,,
S - KIIN - 07,S - KIIN - 07,Scotland / SHEPD,Lubnaig Primary,Killin GSP,N/A,Primary,33 / 11,56.295147,-4.304893,NN 57455 13800,,83706,1 x 0.2MVA,Yes,0.01,0.00,0.00,0.00,0.00,Red,Upstream Voltage Constraint,200kW,0.14,0.00,No,0.00,N/A,0.20,Red,Upstream Thermal Capacity,,,,
S - KINL - 01,S - KINL - 01,Scotland / SHEPD,Kinlochleven GSP,N/A,N/A,GSP,132 / 33,56.71461923,-4.954314481,NN 19285 62002,,21630,1 x 45MVA,Yes,26.45,4.27,0.17,0.00,N/A,Green,,200kW,5.08,0.00,No,N/A,25.00,4.94,Green,,,,,
S - KINL - 02,S - KINL - 02,Scotland / SHEPD,Glencoe Primary,Kinlochleven GSP,N/A,Primary,33 / 11,56.68244934,-5.092689991,NN 10658 58797,,86607,1 x 6.9MVA,Yes,2.09,0.30,0.10,0.00,1.12,Green,,200kW,0.67,0.00,No,2.72,13.10,3.18,Green,,,,,
S - KINL - 03,S - KINL - 03,Scotland / SHEPD,Glenetive Primary,Kinlochleven GSP,N/A,Primary,33 / 11,56.6532631,-4.842386563,NN 25850 54886,,85002,1 x 0.3MVA,Yes,0.01,0.00,0.00,0.00,0.34,Green,,200kW,0.00,0.00,No,0.29,N/A,0.29,Green,,,,,
S - KINL - 04,S - KINL - 04,Scotland / SHEPD,Kinlochleven Primary,Kinlochleven GSP,N/A,Primary,33 / 11,56.71461923,-4.954314481,NN 19285 62002,,"86601, 86602",2 x 2.5MVA,No,1.18,0.17,0.07,0.00,2.03,Green,,200kW,2.00,0.00,No,0.54,N/A,2.20,Green,,,,,
S - KINT - 01,S - KINT - 01,Scotland / SHEPD,Kintore GSP,N/A,N/A,GSP,132 / 33,57.21864599,-2.381487091,NJ 77060 14275,,"11581, 11582, 15830",2 x 60MVA + 1 x 90MVA,No,101.39,19.15,14.66,213.48,N/A,Green,,200kW,80.88,352.67,Yes,N/A,25.00,20.77,Red,Substation Thermal Capacity,,,Transfer existing embedded generation alongside both Fyvie and Methlick primaries from Kintore GSP to Rothienorman GSP,Mar-28
S - KINT - 02,S - KINT - 02,Scotland / SHEPD,Banchory Primary,Kintore GSP,N/A,Primary,33 / 11,57.05669291,-2.508377176,NO 69262 96297,,83818,2 x 7 / 14MVA,No,9.34,1.58,4.12,0.00,0.00,Red,Substation Thermal Capacity,200kW,0.00,2.00,Yes,0.00,25.00,6.19,Red,Upstream Thermal Capacity,Reinforce both the 33kV circuit 304 between Kintore GSP and Park Primary and the 33kV circuit between Banchory Primary and Park Primary,Oct-29,Replace both transformers with 20 / 40MVA units,Oct-29
S - KINT - 03,S - KINT - 03,Scotland / SHEPD,Fyvie Primary,Kintore GSP,N/A,Primary,33 / 11,57.42846293,-2.388671682,NJ 76759 37635,,83852,1 x 4 / 8MVA + 1 x 6MVA,No,4.56,0.66,0.48,0.00,0.00,Red,Upstream Voltage Constraint,200kW,5.99,0.18,Yes,0.00,12.50,5.75,Red,Substation Thermal Capacity & Upstream Thermal Capacity,"Transfer Fyvie Primary from Kintore GSP to Rothienorman GSP (Dec-26)

Reinforce the Fyvie to Methlick 33kV circuit",Sep-27,,
S - KINT - 04,S - KINT - 04,Scotland / SHEPD,Inverurie Primary,Kintore GSP,N/A,Primary,33 / 11,57.28516353,-2.405318297,NJ 75665 21688,,83837,1 x 7.5 / 15MVA + 2 x 14 / 17MVA,No,13.93,2.01,3.21,0.00,12.21,Green,,200kW,1.75,0.16,Yes,0.00,25.00,11.40,Red,Upstream Thermal Capacity,,,,
S - KINT - 05,S - KINT - 05,Scotland / SHEPD,Kemnay Primary,Kintore GSP,N/A,Primary,33 / 11,57.24115299,-2.446005426,NJ 73180 16804,,83830,2 x 7.5 / 15MVA,No,3.67,0.53,0.22,0.00,10.76,Green,,200kW,0.00,0.00,Yes,0.00,13.10,7.27,Red,Upstream Thermal Capacity,,,,
S - KINT - 06,S - KINT - 06,Scotland / SHEPD,Methlick Primary,Kintore GSP,N/A,Primary,33 / 11,57.4216348,-2.245754204,NJ 85339 36835,,83849,1 x 5MVA + 1 x 6.3MVA,No,1.95,0.31,0.24,0.00,0.00,Red,Upstream Voltage Constraint,200kW,0.12,0.11,Yes,0.00,13.10,3.62,Red,Upstream Thermal Capacity,"Reinforce the Fyvie to Methlick 33kV circuit (Sep-27)

Transfer Methlick Primary from Kintore GSP to Rothienorman GSP",Mar-28,Replace T1 with a 6.3MVA transformer to match T2,Mar-28
S - KINT - 07,S - KINT - 07,Scotland / SHEPD,Midmar Primary,Kintore GSP,N/A,Primary,33 / 11,57.15165103,-2.526367447,NJ 68253 06875,,83825,1 x 5MVA,Yes,2.56,0.37,0.45,0.00,3.09,Green,,200kW,1.50,0.00,Yes,0.00,21.00,2.84,Red,Upstream Thermal Capacity,,,Replace the existing transformer with 2 x 8MVA units,Mar-30
S - KINT - 08,S - KINT - 08,Scotland / SHEPD,Oldmeldrum Primary,Kintore GSP,N/A,Primary,33 / 11,57.33638992,-2.306316263,NJ 81659 27360,,83845,2 x 4 / 8MVA,No,5.51,0.79,1.10,0.00,0.00,Red,Upstream Voltage Constraint,200kW,1.52,0.22,Yes,0.00,13.10,4.70,Red,Upstream Thermal Capacity,,,Replace both transformers with 15 / 30MVA units and replace the 11kV board with 25kA break / 62.5kA make switchgear,Mar-29
S - KINT - 09,S - KINT - 09,Scotland / SHEPD,Park Primary,Kintore GSP,N/A,Primary,33 / 11,57.08542806,-2.346339842,NO 79107 99434,,85103,1 x 6MVA,Yes,2.06,0.30,0.20,0.00,4.91,Green,,200kW,0.00,0.00,Yes,0.00,20.00,4.33,Red,Upstream Thermal Capacity,"Reinforce the 33kV circuit 301 between Kintore GSP and Skene Primary (Mar-29)

Reinforce both the 33kV circuit 304 between Kintore GSP and Park Primary and the 33kV circuit between Banchory Primary and Park Primary",Oct-29,,
S - KINT - 10,S - KINT - 10,Scotland / SHEPD,Skene Primary,Kintore GSP,N/A,Primary,33 / 11,57.14899155,-2.295766602,NJ 82203 06495,,83836,2 x 15 / 30MVA,No,13.13,2.79,2.22,0.00,13.43,Green,,200kW,0.43,0.04,Yes,0.00,25.00,8.43,Red,Upstream Thermal Capacity,Reinforce the 33kV circuit 301 between Kintore GSP and Skene Primary,Mar-29,,
S - KINT - 11,S - KINT - 11,Scotland / SHEPD,Torryburn Primary,Kintore GSP,N/A,Primary,33 / 11,57.231121,-2.347342218,NJ 79129 15653,,"83801, 83807",2 x 12 / 24MVA,No,9.56,1.38,2.42,0.00,0.00,Red,Upstream Voltage Constraint,200kW,1.05,0.81,Yes,0.00,13.10,9.16,Red,Upstream Thermal Capacity,,,,
S - LAIR - 01,S - LAIR - 01,Scotland / SHEPD,Lairg GSP,N/A,N/A,GSP,132 / 33,58.03061379,-4.392786981,NC 58798 07111,,16230,1 x 90MVA,Yes,8.11,1.30,0.14,104.78,N/A,Green,,200kW,58.29,134.77,No,N/A,20.00,5.91,Red,Substation Thermal Capacity,,,,
S - LAIR - 02,S - LAIR - 02,Scotland / SHEPD,Lairg Primary,Lairg GSP,N/A,Primary,33 / 11,58.03061379,-4.392786981,NC 58798 07111,,83909,1 x 2.5MVA,Yes,1.28,0.19,0.14,0.00,1.59,Green,,200kW,0.00,0.00,No,0.00,13.10,2.20,Red,Upstream Thermal Capacity,,,Add a 2nd 4MVA transformer and associated 33kV switchgear,Mar-29
S - LAIR - 03,S - LAIR - 03,Scotland / SHEPD,Torboll Primary,Lairg GSP,N/A,Primary,33 / 11,57.9745213,-4.101881738,NC 75779 00296,,83902,1 x 0.1MVA,Yes,0.01,0.00,0.00,0.00,0.11,Green,,200kW,0.00,0.00,No,0.00,N/A,0.10,Red,Upstream Thermal Capacity,,,,
S - LAIR - 04,S - LAIR - 04,Scotland / SHEPD,Tressady Primary,Lairg GSP,N/A,Primary,33 / 11,58.0033845,-4.192297053,NC 70537 03678,,83905,1 x 0.5MVA,Yes,0.34,0.08,0.00,0.00,0.25,Green,,200kW,0.00,0.00,No,0.00,12.00,0.49,Red,Upstream Thermal Capacity,Establish an additional pole mounted 33/11kV 0.315MVA transformer in the Tressaday area,Mar-29,,
S - LUNA - 01,S - LUNA - 01,Scotland / SHEPD,Lunanhead GSP,N/A,N/A,GSP,132 / 33,56.65422079,-2.865593766,NO 47028 51715,,"11601, 17130",2 x 90MVA,No,51.32,1.79,4.70,250.13,N/A,Green,,200kW,12.92,477.90,Yes,N/A,25.00,13.68,Red,Substation Thermal Capacity,"Transmission works:
Replace the existing transformers with 120MVA units",Apr-26,,
S - LUNA - 02,S - LUNA - 02,Scotland / SHEPD,Friockheim Primary,Lunanhead GSP,N/A,Primary,33 / 11,56.63386405,-2.672668025,NO 58834 49317,,84113,1 x 6.3MVA,Yes,3.25,0.47,0.22,0.00,2.52,Green,,200kW,1.80,0.00,Yes,0.00,16.00,3.71,Red,Upstream Thermal Capacity,,,,
S - LUNA - 03,S - LUNA - 03,Scotland / SHEPD,Inverarity Primary,Lunanhead GSP,N/A,Primary,33 / 11,56.58642582,-2.90441343,NO 44549 44200,,84112,1 x 2.5MVA,Yes,0.69,0.10,0.00,0.00,2.26,Green,,200kW,0.69,0.00,Yes,0.00,13.10,1.91,Red,Upstream Thermal Capacity,,,,
S - LUNA - 04,S - LUNA - 04,Scotland / SHEPD,Lochside Primary,Lunanhead GSP,N/A,Primary,33 / 11,56.6435188,-2.895953422,NO 45151 50548,,84105,2 x 12 / 24MVA,No,14.03,3.99,2.43,0.00,7.52,Green,,200kW,0.22,5.98,Yes,0.00,20.00,8.86,Red,Upstream Thermal Capacity,,,,
S - LUNA - 05,S - LUNA - 05,Scotland / SHEPD,Lunanhead Primary,Lunanhead GSP,N/A,Primary,33 / 11,56.65438431,-2.865370858,NO 47042 51733,,84101,2 x 7.5 / 15MVA,No,6.84,0.99,0.93,0.00,7.15,Green,,200kW,3.73,0.97,Yes,0.00,13.10,8.72,Red,Upstream Thermal Capacity,,,,
S - LUNA - 06,S - LUNA - 06,Scotland / SHEPD,Maryton Primary,Lunanhead GSP,N/A,Primary,33 / 11,56.66548568,-2.993472767,NO 39206 53075,,84109,2 x 7.5 / 15MVA,No,6.64,0.96,1.12,0.00,7.41,Green,,200kW,1.66,0.00,Yes,0.00,13.10,7.02,Red,Upstream Thermal Capacity,,,,
S - LYND - 01,S - LYND - 01,Scotland / SHEPD,Lyndhurst GSP,N/A,N/A,GSP,132 / 33,56.48110591,-3.017429319,NO 37434 32575,,"11631, 17230",2 x 60MVA,No,68.39,6.78,7.87,52.53,N/A,Red,Substation Thermal Capacity,200kW,47.41,210.00,No,N/A,17.50,15.28,Red,Substation Thermal Capacity,"Transmission works:
Replace both transformers with 90MVA units",Apr-31,,
S - LYND - 02,S - LYND - 02,Scotland / SHEPD,Lochee Primary,Lyndhurst GSP,N/A,Primary,33 / 11,56.47078273,-3.006905134,NO 38065 31416,,84218,2 x 11.5 / 23MVA,No,5.70,1.08,0.91,0.00,0.00,Red,Upstream Thermal Capacity,200kW,0.00,0.10,No,0.00,20.00,8.52,Red,Upstream Thermal Capacity,,,,
S - LYND - 03,S - LYND - 03,Scotland / SHEPD,Lyndhurst Primary,Lyndhurst GSP,N/A,Primary,33 / 11,56.48110547,-3.017432214,NO 37434 32575,,84203,2 x 7.5 / 15MVA,No,5.82,1.31,2.90,0.00,0.00,Red,Upstream Thermal Capacity,200kW,0.00,0.00,No,0.00,20.00,8.64,Red,Upstream Thermal Capacity,,,,
S - LYND - 04,S - LYND - 04,Scotland / SHEPD,MacAlpine Road Primary,Lyndhurst GSP,N/A,Primary,33 / 11,56.4912128,-3.007947092,NO 38034 33691,,84207,2 x 15MVA,No,5.87,1.18,1.20,0.00,0.00,Red,Upstream Thermal Capacity,200kW,0.00,0.00,No,0.00,13.10,10.64,Red,Upstream Thermal Capacity,,,,
S - LYND - 05,S - LYND - 05,Scotland / SHEPD,West Kirkton Primary,Lyndhurst GSP,N/A,Primary,33 / 11,56.49230789,-2.989146647,NO 39194 33796,,84214,2 x 11.5 / 23MVA,No,7.39,1.06,2.86,0.00,0.00,Red,Upstream Thermal Capacity,200kW,0.00,0.00,No,0.00,25.00,8.57,Red,Upstream Thermal Capacity,,,,
S - MACD - 01,S - MACD - 01,Scotland / SHEPD,Macduff GSP,N/A,N/A,GSP,132 / 33,57.66407281,-2.498399062,NJ 70363 63908,,"11006, 17330",2 x 90MVA,No,21.97,6.22,2.24,175.06,N/A,Green,,200kW,93.92,328.17,Yes,N/A,25.00,10.15,Red,Substation Thermal Capacity,,,,
S - MACD - 02,S - MACD - 02,Scotland / SHEPD,Macduff Primary,Macduff GSP,N/A,Primary,33 / 11,57.66407315,-2.49839807,NJ 70363 63908,,83207,2 x 12 / 24MVA,No,9.85,1.42,1.23,0.00,12.77,Green,,200kW,5.83,0.02,Yes,0.00,13.10,8.57,Red,Upstream Thermal Capacity,,,,
S - MACD - 03,S - MACD - 03,Scotland / SHEPD,Portsoy Primary,Macduff GSP,N/A,Primary,33 / 11,57.67327455,-2.697560555,NJ 58491 65037,,83211,1 x 5MVA,Yes,2.85,0.41,0.08,0.00,0.00,Red,Substation Thermal Capacity,200kW,1.42,0.35,Yes,0.00,18.40,4.17,Red,Upstream Thermal Capacity,,,,
S - MACD - 04,S - MACD - 04,Scotland / SHEPD,Turriff Primary,Macduff GSP,N/A,Primary,33 / 11,57.54171995,-2.462576771,NJ 72407 50271,,83214,2 x 7.5 / 15MVA,No,10.03,1.45,0.93,0.00,0.00,Red,Substation Thermal Capacity,200kW,9.25,0.11,Yes,0.00,13.10,7.54,Red,Upstream Thermal Capacity,,,,
S - MILC - 01,S - MILC - 01,Scotland / SHEPD,Milton of Craigie GSP,N/A,N/A,GSP,132 / 33,56.47538295,-2.924684704,NO 43137 31857,,"17430, 17431",2 x 60MVA,No,44.33,19.36,17.22,99.90,N/A,Green,,200kW,23.86,168.00,No,N/A,17.50,12.40,Red,Substation Thermal Capacity,,,,
S - MILC - 02,S - MILC - 02,Scotland / SHEPD,Ashludie Primary,Milton of Craigie GSP,N/A,Primary,33 / 11,56.49159561,-2.826264415,NO 49222 33584,,84331,2 x 10MVA,No,8.88,2.00,1.06,0.00,0.00,Red,Substation Thermal Capacity,200kW,1.13,0.00,No,0.00,25.00,7.99,Red,Upstream Thermal Capacity,,,Replace both transformers with 15 / 30MVA units and replace the 11kV board with 25kA break / 62.5kA make switchgear,Mar-29
S - MILC - 03,S - MILC - 03,Scotland / SHEPD,Baldovie Primary,Milton of Craigie GSP,N/A,Primary,33 / 11,56.47824526,-2.889987606,NO 45279 32147,,84318,2 x 12 / 24MVA,No,8.82,1.27,0.95,0.00,7.55,Green,,200kW,4.34,0.03,No,0.00,13.10,8.69,Red,Upstream Thermal Capacity,,,,
S - MILC - 04,S - MILC - 04,Scotland / SHEPD,Broughty Ferry Primary,Milton of Craigie GSP,N/A,Primary,33 / 11,56.46592677,-2.867317075,NO 46658 30758,,84327,2 x 10MVA,No,6.60,1.34,1.81,0.00,5.52,Green,,200kW,0.00,0.00,No,0.00,20.00,9.91,Red,Upstream Thermal Capacity,,,,
S - MILC - 05,S - MILC - 05,Scotland / SHEPD,Edzell Street Primary,Milton of Craigie GSP,N/A,Primary,33 / 11,56.47775845,-2.860360316,NO 47103 32070,,84322,1 x 10MVA,Yes,2.69,0.39,0.01,0.00,7.55,Green,,200kW,0.00,0.00,No,0.00,13.10,5.19,Red,Upstream Thermal Capacity,,,,
S - MILC - 06,S - MILC - 06,Scotland / SHEPD,Longhaugh Primary,Milton of Craigie GSP,N/A,Primary,33 / 11,56.49269784,-2.931097566,NO 42768 33789,,84304,2 x 15 / 30MVA,No,8.33,1.97,5.32,0.00,7.55,Green,,200kW,0.48,5.00,No,0.00,13.10,8.32,Red,Upstream Thermal Capacity,,,,
S - MILC - 07,S - MILC - 07,Scotland / SHEPD,Milton of Craigie Primary,Milton of Craigie GSP,N/A,Primary,33 / 11,56.4753818,-2.924682411,NO 43137 31857,,84314,2 x 7.5 / 15MVA,No,9.52,1.37,6.76,0.00,0.32,Red,Substation Thermal Capacity,200kW,8.27,0.00,No,0.00,18.40,9.01,Red,Upstream Thermal Capacity,,,,
S - MILC - 08,S - MILC - 08,Scotland / SHEPD,Old Craigie Road Primary,Milton of Craigie GSP,N/A,Primary,33 / 11,56.47771526,-2.940676057,NO 42156 32130,,84310,2 x 10MVA,No,5.38,0.85,1.31,0.00,6.86,Green,,200kW,0.14,0.00,No,0.00,13.10,10.10,Red,Upstream Thermal Capacity,,,,
S - MYBS (1) - 01,S - MYBS (1) - 01,Scotland / SHEPD,Mybster 1 GSP,N/A,N/A,GSP,132 / 33,58.44625534,-3.424440169,ND 16953 51766,,"11628, 17830",2 x 120MVA,No,21.12,5.16,4.34,89.73,N/A,Green,,200kW,84.93,287.39,Yes,N/A,25.00,11.68,Red,Substation Thermal Capacity,,,,
