AssetID,GSP Grouping / Default Order,Map / License Area,Substation,Upstream GSP,Upstream BSP,Substation Type,Voltage (kV),Location Latitude,Location Longitude,Grid Reference,Substation Comment,LTDS CIM Nodes,Transformer Nameplate Ratings,Single Transformer Site,Maximum Observed Gross Demand (MVA),Minimum Observed Gross Demand (MVA),Contracted Demand Excl BESS (MVA),Contracted BESS Demand (MVA),Estimated Demand Headroom (MVA),Substation Demand RAG Status,Demand Constraint,TIA Threshold,Connected Generation (MW),Contracted Generation (MW),Technical Limits Agreed at GSP,Estimated Generation Headroom (MW),3-Phase Break Fault Rating (kA),3-Phase Break Fault Level (kA),Substation Generation RAG Status,Generation Constraint,Upstream Reinforcement Works,Upstream Reinforcement Completion Date,Substation Reinforcement Works,Substation Reinforcement Completion Date
E - WISD - 05,E - WISD - 05,England / SEPD,Perivale Primary,Willesden GSP,N/A,Primary,66 / 11,51.533202,-0.3067492,TQ 17544 82947,,89436,3 x 20 / 40MVA,No,17.29,6.09,16.03,0.00,0.00,Red,Upstream Thermal Capacity,5MW,0.08,0.18,No,78.22,25.00,13.60,Green,,Reconfigure the existing Greenford - Perivale 66kV ring by establishing a new 66kV switchboard at Perivale Primary,Jun-29,,
E - WISD - 06,E - WISD - 06,England / SEPD,Volt Avenue Primary,Willesden GSP,N/A,Primary,66 / 11,51.532814,-0.25649428,TQ 21031 82986,,"89394, 89389",2 x 30 / 60MVA,No,27.95,19.81,0.00,0.00,0.00,Red,Upstream Thermal Capacity,5MW,0.00,0.00,No,76.81,25.00,15.23,Green,,,,,
E - WISD - 07,E - WISD - 07,England / SEPD,Wesley Avenue Primary,Willesden GSP,N/A,Primary,66 / 11,51.532646,-0.25759198,TQ 20955 82965,,89190,2 x 30 / 60MVA,No,9.49,3.32,18.77,0.00,0.00,Red,Upstream Thermal Capacity,5MW,0.00,0.00,No,60.32,25.00,7.38,Green,,,,Complete the installation of the new Wesley Avenue Primary substation by installing the 2nd 30 / 60MVA transformer,Mar-26
E - WISD - 08,E - WISD - 08,England / SEPD,Canal Bank 6.6kV Primary,Willesden GSP,Acton Lane BSP,Primary,66 / 11,51.533725,-0.25794804,TQ 20927 83085,,"89430, 18552",3 x 10 / 12.5 MVA,No,4.74,0.68,0.00,0.00,0.00,Red,Upstream Thermal Capacity,5MW,0.00,0.00,No,22.53,13.10,7.86,Green,,Remove Canal Bank 6.6kV from Acton Lane BSP,Mar-26,Complete the uprating of Canal Bank 6.6kV to 11kV via the installation of 2 x 30 / 60MVA transformers,Mar-26
E - WISD - 09,E - WISD - 09,England / SEPD,Goldsmiths Primary,Willesden GSP,Acton Lane BSP,Primary,22 / 6.6,51.512781,-0.25641724,TQ 21089 80758,,89460,1 x 11.5MVA + 1 x 12.5MVA,No,8.27,2.38,2.02,0.00,0.00,Red,Upstream Thermal Capacity,5MW,0.00,0.00,No,13.30,13.10,8.57,Green,,,,,
E - WISD - 10,E - WISD - 10,England / SEPD,Leamington Park Primary,Willesden GSP,Acton Lane BSP,Primary,22 / 6.6,51.51989,-0.26407339,TQ 20539 81536,,89453,2 x 10MVA,No,8.01,2.06,7.65,0.00,0.00,Red,Upstream Thermal Capacity,5MW,0.00,0.00,No,32.46,13.10,12.70,Red,Substation Fault Level,,,"Complete the uprating of the legacy Leamington Park 6.6kV network, new 11kV transfomers are 12MVA units",Aug-27
E - WISD - 11,E - WISD - 11,England / SEPD,Park Royal Primary,Willesden GSP,Acton Lane BSP,Primary,22 / 6.6,51.526078,-0.26963324,TQ 20137 82215,,89476,2 x 10 / 11.5MVA,No,9.78,1.41,4.40,0.00,0.00,Red,Substation Thermal Capacity & Upstream Thermal Capacity,5MW,0.00,0.00,No,12.33,13.10,12.90,Red,Substation Fault Level,Remove Park Royal from Acton Lane BSP by establishing 2 66kV circuits from the new Perivale 66kV switchboard,Jun-29,Replace both transformers with 20 / 40MVA units and uprate the substation from 6.6kV to 11kV,Jun-29
S - ABNE - 01,S - ABNE - 01,Scotland / SHEPD,Abernethy GSP,N/A,N/A,GSP,132 / 33,56.33977844,-3.294147708,NO 20095 17132,,"10130, 11627",2 x 120MVA,No,75.31,14.30,16.41,338.22,N/A,Green,,200kW,79.63,456.87,Yes,N/A,25.00,13.94,Red,Substation Thermal Capacity,,,,
S - ABNE - 02,S - ABNE - 02,Scotland / SHEPD,Abernethy Primary,Abernethy GSP,N/A,Primary,33 / 11,56.33978076,-3.294173581,NO 20094 17132,,80048,1 x 6.3MVA,Yes,1.83,0.26,0.12,0.00,1.05,Green,,200kW,1.24,0.00,Yes,0.00,13.10,4.93,Red,Upstream Thermal Capacity,,,,
S - ABNE - 03,S - ABNE - 03,Scotland / SHEPD,Balbeggie Primary,Abernethy GSP,N/A,Primary,33 / 11,56.45137191,-3.340057104,NO 17499 29606,,80005,1 x 7.5 / 15MVA,Yes,3.91,0.56,0.75,0.00,4.49,Green,,200kW,0.48,0.15,Yes,0.00,21.00,3.65,Red,Upstream Thermal Capacity,,,,
S - ABNE - 04,S - ABNE - 04,Scotland / SHEPD,Bridge of Earn Primary,Abernethy GSP,N/A,Primary,33 / 11,56.34426834,-3.40353988,NO 13343 17764,,80028,2 x 7.5 / 15MVA,No,3.29,0.47,0.75,0.00,10.81,Green,,200kW,0.00,0.07,Yes,0.00,20.00,7.45,Red,Upstream Thermal Capacity,,,,
S - ABNE - 05,S - ABNE - 05,Scotland / SHEPD,Errol Primary,Abernethy GSP,N/A,Primary,33 / 11,56.39334153,-3.245568028,NO 23206 23038,,80013,2 x 5MVA,No,4.74,0.94,0.71,0.00,0.00,Red,Substation Thermal Capacity,200kW,0.43,0.05,Yes,0.00,20.00,6.54,Red,Upstream Thermal Capacity,,,,
S - ABNE - 06,S - ABNE - 06,Scotland / SHEPD,Glendevon Primary,Abernethy GSP,N/A,Primary,33 / 11,56.20690918,-3.611999989,NO 00101 02760,,80033,1 x 4MVA,Yes,1.11,0.30,1.18,0.00,0.00,Red,Upstream Thermal Capacity,200kW,1.52,0.14,Yes,0.00,13.10,2.08,Red,Upstream Thermal Capacity,Reconfigure the Milnathort / Glendevon 33kV network via the addition of 2 new 33kV circuits between Abernethy GSP and Milnathort Primary,Dec-29,,
S - ABNE - 07,S - ABNE - 07,Scotland / SHEPD,Milnathort Primary,Abernethy GSP,N/A,Primary,33 / 11,56.23002809,-3.422644983,NO 11900 05074,,80037,2 x 7.5 / 15MVA,No,11.93,1.72,6.31,0.00,0.00,Red,Substation Thermal Capacity & Upstream Thermal Capacity,200kW,1.13,0.09,Yes,0.00,20.00,6.39,Red,Upstream Thermal Capacity,Reconfigure the Milnathort / Glendevon 33kV network via the addition of 2 new 33kV circuits between Abernethy GSP and Milnathort Primary,Dec-29,Replace both transformers with 20 / 40MVA units,Dec-29
S - ABNE - 08,S - ABNE - 08,Scotland / SHEPD,Harbour Primary,Abernethy GSP,N/A,Primary,33 / 11,56.382495,-3.427552,NO 11948 22049,,80019,2 x 9.5 / 20MVA,No,7.62,2.24,2.03,0.00,11.17,Green,,200kW,0.00,0.00,Yes,0.00,13.10,8.83,Red,Upstream Thermal Capacity,,,,
S - ABNE - 09,S - ABNE - 09,Scotland / SHEPD,Scone Primary,Abernethy GSP,N/A,Primary,33 / 11,56.41389574,-3.388965359,NO 14401 25495,,80008,2 x 7.5 / 15MVA,No,3.96,0.76,3.49,0.00,7.99,Green,,200kW,0.13,1.58,Yes,0.00,20.00,6.24,Red,Upstream Thermal Capacity,,,Replace the 11kV board with 25kA break / 62.5kA make switchgear,Dec-26
S - ALNE - 01,S - ALNE - 01,Scotland / SHEPD,Alness GSP,N/A,N/A,GSP,132 / 33,57.70823605,-4.274521607,NH 64573 70990,,"10330, 11571",2 x 120MVA,No,30.49,13.44,26.51,178.05,N/A,Green,,200kW,157.62,279.02,No,N/A,31.50,13.78,Red,Substation Thermal Capacity,,,,
S - ALNE - 02,S - ALNE - 02,Scotland / SHEPD,Balaldie Primary,Alness GSP,N/A,Primary,33 / 11,57.79280869,-3.902234897,NH 87017 79720,,80109,1 x 4MVA,Yes,2.78,0.40,0.12,0.00,1.87,Green,,200kW,0.00,0.00,No,0.00,13.10,2.13,Red,Upstream Thermal Capacity,,,,
S - ALNE - 03,S - ALNE - 03,Scotland / SHEPD,Blackstand Primary,Alness GSP,N/A,Primary,33 / 11,57.603898,-4.1598772,NH7103359154,,80157,1 x 6MVA,Yes,2.92,0.42,0.15,0.00,4.07,Green,,200kW,0.00,0.00,No,0.00,13.10,2.56,Red,Upstream Thermal Capacity,,,,
S - ALNE - 04,S - ALNE - 04,Scotland / SHEPD,Contullich Primary,Alness GSP,N/A,Primary,33 / 11,57.70400993,-4.286486194,NN 59226 32752,,80128,1 x 0.1MVA,Yes,0.03,0.00,0.00,0.00,0.09,Green,,200kW,0.00,0.00,No,0.00,N/A,0.10,Red,Upstream Thermal Capacity,,,,
S - ALNE - 05,S - ALNE - 05,Scotland / SHEPD,Crosshills Primary,Alness GSP,N/A,Primary,33 / 11,57.70102123,-4.259023404,NH 65470 70156,,80125,2 x 7.5 / 15MVA,No,7.51,1.62,4.13,0.00,3.98,Green,,200kW,0.09,0.00,No,0.00,13.10,8.30,Red,Upstream Thermal Capacity,,,,
S - ALNE - 06,S - ALNE - 06,Scotland / SHEPD,Glastullich Primary,Alness GSP,N/A,Primary,33 / 11,57.76175311,-4.043618631,NH 78509 76508,,80111,1 x 4MVA,Yes,2.41,0.35,0.17,0.00,0.00,Red,Substation Thermal Capacity,200kW,0.31,0.00,No,0.00,26.20,3.71,Red,Upstream Thermal Capacity,,,,
S - ALNE - 07,S - ALNE - 07,Scotland / SHEPD,Invergordon Primary,Alness GSP,N/A,Primary,33 / 11,57.69378298,-4.169871262,NH 70756 69177,,80138,2 x 7.5 / 15MVA,No,7.20,1.04,3.17,0.00,4.97,Green,,200kW,7.00,0.05,No,0.00,13.10,7.41,Red,Upstream Thermal Capacity,,,,
S - ALNE - 08,S - ALNE - 08,Scotland / SHEPD,Muirend Primary,Alness GSP,N/A,Primary,33 / 11,57.55876,-4.2663019,NH6450754338,,80160,1 x 6MVA,Yes,2.65,0.38,0.11,0.00,0.15,Amber,Substation Thermal Capacity,200kW,0.00,0.00,No,0.00,13.10,2.15,Red,Upstream Thermal Capacity,,,,
S - ALNE - 09,S - ALNE - 09,Scotland / SHEPD,Nigg Primary,Alness GSP,N/A,Primary,33 / 11,57.70155572,-4.023755761,NH 79490 69773,,80117,1 x 7.5 / 15MVA,Yes,1.72,0.25,8.50,0.00,0.33,Red,Substation Thermal Capacity,200kW,0.00,0.00,No,0.00,13.10,2.76,Red,Upstream Thermal Capacity,,,,
S - ALNE - 10,S - ALNE - 10,Scotland / SHEPD,Peddieston Primary,Alness GSP,N/A,Primary,33 / 11,57.64520532,-4.109300555,NH 74198 63656,,80132,2 x 2.5MVA,No,1.58,0.23,0.03,0.00,1.65,Green,,200kW,0.00,0.00,No,0.00,13.10,2.87,Red,Upstream Thermal Capacity,,,,
S - ALNE - 11,S - ALNE - 11,Scotland / SHEPD,Tain Primary,Alness GSP,N/A,Primary,33 / 11,57.80621307,-4.061805843,NH 77578 81489,,80105,2 x 7.5 / 15MVA,No,5.69,1.39,4.15,0.00,5.78,Green,,200kW,0.00,0.07,No,0.00,13.10,5.51,Red,Upstream Thermal Capacity,,,Replace both transformers with 12 / 24MVA units and the 11kV board with 25kA break / 62.5kA make switchgear,Mar-29
S - ARBR - 01,S - ARBR - 01,Scotland / SHEPD,Arbroath GSP,N/A,N/A,GSP,132 / 33,56.56380759,-2.619486173,NO 62026 41488,,"10430, 11572",2 x 45MVA,No,58.78,12.86,6.20,258.79,N/A,Red,Substation Thermal Capacity,200kW,58.31,357.78,No,N/A,17.40,7.91,Red,Substation Thermal Capacity,"Transmission works:
Replace both transformers with 120MVA units",Apr-28,,
S - ARBR - 02,S - ARBR - 02,Scotland / SHEPD,Carnoustie Primary,Arbroath GSP,N/A,Primary,33 / 11,56.50858171,-2.722490625,NO 55631 35403,,80206,2 x 7.5 / 15MVA,No,7.05,1.67,1.40,0.00,0.00,Red,Upstream Thermal Capacity,200kW,0.00,0.18,No,0.00,25.00,5.98,Red,Upstream Thermal Capacity,,,,
S - ARBR - 03,S - ARBR - 03,Scotland / SHEPD,Charles Avenue Primary,Arbroath GSP,N/A,Primary,33 / 11,56.56036892,-2.604330524,NO 62954 41097,,80218,2 x 10MVA,No,8.68,1.73,1.14,0.00,0.00,Red,Upstream Thermal Capacity,200kW,0.00,0.00,No,0.00,13.10,9.08,Red,Upstream Thermal Capacity,,,,
S - ARBR - 04,S - ARBR - 04,Scotland / SHEPD,Elliot Depot Primary,Arbroath GSP,N/A,Primary,33 / 11,56.5538807,-2.615661325,NO 62251 40381,,80215,1 x 7.5 / 15MVA,Yes,5.81,1.40,2.98,0.00,0.00,Red,Upstream Thermal Capacity,200kW,0.48,0.00,No,0.00,13.10,4.58,Red,Upstream Thermal Capacity,,,,
S - ARBR - 05,S - ARBR - 05,Scotland / SHEPD,Hume Street Primary,Arbroath GSP,N/A,Primary,33 / 11,56.56120429,-2.58624344,NO 64067 41180,,80222,2 x 12 / 24MVA,No,7.82,2.06,0.45,0.00,0.00,Red,Upstream Thermal Capacity,200kW,0.00,0.00,No,0.00,13.10,7.47,Red,Upstream Thermal Capacity,,,,
S - ARBR - 06,S - ARBR - 06,Scotland / SHEPD,Redford Primary,Arbroath GSP,N/A,Primary,33 / 11,56.58624785,-2.71994419,NO 55879 44046,,80202,1 x 4MVA,Yes,2.65,0.38,0.23,0.00,0.00,Red,Upstream Thermal Capacity,200kW,1.07,0.00,No,0.00,13.10,4.45,Red,Upstream Thermal Capacity,,,,
S - ARDK - 01,S - ARDK - 01,Scotland / SHEPD,Ardkinglas GSP,N/A,N/A,GSP,132 / 33,56.287159,-4.9556504,NN 17156 14450,,12132,1 x 45MVA,Yes,0.00,0.00,0.00,0.00,N/A,Green,,200kW,24.19,0.00,No,N/A,25.00,6.66,Green,,,,,
S - ARMO - 01,S - ARMO - 01,Scotland / SHEPD,Ardmore GSP,N/A,N/A,GSP,132 / 33,57.554461,-6.6452688,NG 22240 61110,,20930,1 x 60MVA,Yes,36.17,12.98,11.80,25.00,N/A,Green,,200kW,88.40,175.80,No,N/A,25.00,4.21,Red,Substation Thermal Capacity,"Transmission works:
On completion of the Beauly - Stornoway HVDC link and associated Transmission enabling works, both Harris and Stornoway GSP's will be removed from the Ardmore 33kV subsea cable",Mar-30,"Replace the existing 33kV submarine cable between Ardmore GSP and Loch Carnan, install 2 x 2.5MVAr reactors at both Ardmore GSP and Loch Carnan (Dec-26)

Establish a new 33kV switching station at Loch Poolteil to connect Ardmore GSP, Dunvegan GSP and Loch Carnan",Oct-28
S - ARMO - 02,S - ARMO - 02,Scotland / SHEPD,Harris GSP,Ardmore GSP,N/A,GSP,132 / 33,57.845662,-6.8303016,NG 13495 94254,"Harris GSP is currently is fed via the distribution network from Ardmore GSP, available headroom accounts for both any headroom available at Ardmore GSP and the rating of the Ardmore - Skye subsea cable",85651,1 x 60MVA,Yes,2.71,0.40,0.28,0.00,N/A,Green,,50kW,2.76,0.00,No,N/A,10.00,2.78,Green,,"Reinforce the overhead 33kV line between the Ardmore - Harris submarine cable and Harris GSP (Jul-27)

Transmission works:
On completion of the Beauly - Stornoway HVDC link and associated Transmission enabling works, Harris GSP will no longer be supplied from the Ardmore 33kV subsea cable",Mar-30,Install a new 33kV circuit breaker at Harris Grid and run a new 33kV circuit to Stockinish Primary to remove it from Feeder 302,Nov-26
S - ARMO - 03,S - ARMO - 03,Scotland / SHEPD,Stornoway GSP,Ardmore GSP,N/A,GSP,132 / 33,58.203098,-6.4232918,NB 40231 32344,"Stornoway GSP is currently is fed via the distribution network from Ardmore GSP, available headroom accounts for both any headroom available at Ardmore GSP and the rating of the Ardmore - Skye subsea cable",85628,1 x 60MVA,Yes,21.64,7.93,8.09,25.00,N/A,Green,,50kW,62.78,168.90,No,N/A,25.00,2.15,Red,Substation Thermal Capacity,"Transmission works:
On completion of the Beauly - Stornoway HVDC link and associated Transmission enabling works, Stornoway GSP will no longer be supplied from the Ardmore 33kV subsea cable via Harris GSP",Mar-30,,
S - ARMO - 04,S - ARMO - 04,Scotland / SHEPD,Aird Primary,Ardmore GSP,N/A,Primary,33 / 11,57.46108512,-7.352549009,NF 79163 53853,,"84009, 84010",2 x 4 / 8MVA,No,3.15,0.45,0.69,0.00,4.06,Green,,50kW,0.90,0.00,No,0.00,13.10,2.11,Red,Upstream Thermal Capacity,"Replace the existing 33kV submarine cable between Ardmore GSP and Loch Carnan, install 2 x 2.5MVAr reactors at both Ardmore GSP and Loch Carnan",Dec-26,,
S - ARMO - 05,S - ARMO - 05,Scotland / SHEPD,Barvas Primary,Ardmore GSP,N/A,Primary,33 / 11,58.34850914,-6.520492148,NB 35613 48891,,85627,2 x 2.5MVA,No,2.52,0.36,0.15,0.00,0.64,Green,,50kW,0.00,0.00,No,0.00,18.40,2.03,Red,Upstream Thermal Capacity,"Build a 2nd 33kV circuit from Stornoway GSP connecting to both Coll and Barvas primaries, replace the 33kV switchgear at both Coll and Barvas",Jun-28,Replace both transformers with 6.3MVA units,Jun-28
S - ARMO - 06,S - ARMO - 06,Scotland / SHEPD,Battery Point Primary,Ardmore GSP,N/A,Primary,33 / 11,58.20335282,-6.37365065,NB 43147 32182,,85622,3 x 4 / 8MVA,No,12.38,1.88,5.15,0.00,0.00,Red,Substation Thermal Capacity,50kW,25.35,0.00,No,0.00,13.10,4.92,Red,Substation Thermal Capacity & Upstream Thermal Capacity,,,Replace the existing transformers with 15 / 30MVA units and replace the 11kV board with 25kA break / 62.5kA make switchgear,Jul-27
S - ARMO - 07,S - ARMO - 07,Scotland / SHEPD,Callanish Primary,Ardmore GSP,N/A,Primary,33 / 11,58.20284383,-6.733211404,NB 22040 33554,,85614,1 x 4MVA,Yes,2.43,0.35,0.30,0.00,0.00,Red,Substation Thermal Capacity,50kW,0.86,0.00,No,0.00,13.10,1.72,Red,Upstream Thermal Capacity,,,,
S - ARMO - 08,S - ARMO - 08,Scotland / SHEPD,Clachan Primary,Ardmore GSP,N/A,Primary,33 / 11,57.55694964,-7.321430551,NF 81863 64360,,84013,2 x 6.3MVA,Yes,2.91,0.42,1.00,0.00,4.70,Green,,50kW,1.80,0.00,No,0.00,25.00,2.10,Red,Upstream Thermal Capacity,"Replace the existing 33kV submarine cable between Ardmore GSP and Loch Carnan, install 2 x 2.5MVAr reactors at both Ardmore GSP and Loch Carnan (Dec-26)

Establish a new Primary substation in the Lochmaddy area including a 6.3MVA transformer",Oct-28,,
S - ARMO - 09,S - ARMO - 09,Scotland / SHEPD,Coll Primary,Ardmore GSP,N/A,Primary,33 / 11,58.27752511,-6.308322983,NB 47510 40182,,85625,1 x 2.5MVA,Yes,2.41,0.35,0.11,0.00,0.50,Green,,50kW,0.86,0.00,No,0.00,13.10,1.60,Red,Upstream Thermal Capacity,"Build a 2nd 33kV circuit from Stornoway GSP connecting to both Coll and Barvas primaries, replace the 33kV switchgear at both Coll and Barvas",Jun-28,Replace the existing transformers with 6.3MVA units and replace the 11kV board with 25kA break / 62.5kA make switchgear,Jun-28
S - ARMO - 10,S - ARMO - 10,Scotland / SHEPD,Drimore Primary,Ardmore GSP,N/A,Primary,33 / 11,57.33636427,-7.364066596,NF 77377 40049,,84005,1 x 2.5MVA,Yes,1.10,0.16,0.06,0.00,1.38,Green,,50kW,0.31,0.00,No,0.00,13.10,1.47,Red,Upstream Thermal Capacity,"Replace the existing 33kV submarine cable between Ardmore GSP and Loch Carnan, install 2 x 2.5MVAr reactors at both Ardmore GSP and Loch Carnan",Dec-26,,
S - ARMO - 11,S - ARMO - 11,Scotland / SHEPD,Gisla Primary,Ardmore GSP,N/A,Primary,33 / 11,58.12777937,-6.879552672,NB 12846 25823,,85617,1 x 1MVA,Yes,1.68,0.24,0.10,0.00,0.00,Red,Substation Thermal Capacity,50kW,0.67,0.00,No,0.00,25.00,0.82,Red,Upstream Thermal Capacity,Install a new 33kV circuit between Garynahine and Gisla Primary,Oct-28,Replace the exiting transformer with 2 x 2.5MVA units,Oct-28
S - ARMO - 12,S - ARMO - 12,Scotland / SHEPD,Laxay Primary,Ardmore GSP,N/A,Primary,33 / 11,58.10575596,-6.526859021,NB 33424 21925,,85609,1 x 2.5MVA,Yes,1.70,0.28,0.07,0.00,1.21,Green,,50kW,0.00,0.00,No,0.00,18.40,1.47,Red,Upstream Thermal Capacity,Extend Stornoway feeder 6L5 to Laxay Primary,Sep-29,Replace the existing transformer with a 6.3MVA unit and install a second 6.3MVA transformer,Sep-29
S - ARMO - 13,S - ARMO - 13,Scotland / SHEPD,Loch Carnan Primary,Ardmore GSP,N/A,Primary,33 / 11,57.3644907,-7.270703299,NF 83230 42735,,84018,3 x 6.5MVA,No,3.57,0.51,0.03,0.00,18.81,Green,,50kW,11.40,0.00,No,0.00,13.10,4.14,Red,Substation Thermal Capacity & Upstream Thermal Capacity,"Replace the existing 33kV submarine cable between Ardmore GSP and Loch Carnan, install 2 x 2.5MVAr reactors at both Ardmore GSP and Loch Carnan",Dec-26,,
S - ARMO - 14,S - ARMO - 14,Scotland / SHEPD,Maaruig Primary,Ardmore GSP,N/A,Primary,33 / 11,57.95737092,-6.749443527,NB 19162 06332,,85606,1 x 0.2MVA,Yes,0.19,0.03,0.01,0.00,0.04,Green,,50kW,0.00,0.00,No,0.00,12.00,0.20,Red,Upstream Thermal Capacity,,,,
S - ARMO - 15,S - ARMO - 15,Scotland / SHEPD,Pollachar Primary,Ardmore GSP,N/A,Primary,33 / 11,57.10635968,-7.368800815,NF 75073 14513,,"84017, 84032",2 x 3.9MVA,No,3.18,0.46,1.19,0.00,1.20,Green,,50kW,0.86,0.00,No,0.00,13.10,1.67,Red,Upstream Thermal Capacity,"Replace the existing 33kV submarine cable between Ardmore GSP and Loch Carnan, install 2 x 2.5MVAr reactors at both Ardmore GSP and Loch Carnan",Dec-26,,
S - ARMO - 16,S - ARMO - 16,Scotland / SHEPD,Stockinish Primary,Ardmore GSP,N/A,Primary,33 / 11,57.845348,-6.8310765,NG 13447 94222,,85637,1 x 2.5MVA,Yes,0.76,0.11,0.23,0.00,2.06,Green,,50kW,0.19,0.00,No,0.00,17.50,1.78,Red,Upstream Thermal Capacity,"Install a new 33kV circuit breaker at Harris Grid and run a new 33kV circuit to Stockinish Primary to remove it from Feeder 302 (Nov-26)

Install a 4MVAr STATCOM to feeder 305 in the vicinity of Tarbert Primary",Oct-28,,
S - ARMO - 17,S - ARMO - 17,Scotland / SHEPD,Tarbert Primary,Ardmore GSP,N/A,Primary,33 / 11,57.899645,-6.8072534,NB 15289 00157,,85639,2 x 2.5MVA,No,0.86,0.18,0.22,0.00,2.27,Green,,50kW,0.00,0.00,No,0.00,18.40,2.62,Red,Upstream Thermal Capacity,Install a 4MVAr STATCOM to feeder 305 in the vicinity of Tarbert Primary,Oct-28,,
S - BEAU - 01,S - BEAU - 01,Scotland / SHEPD,Beauly GSP,N/A,N/A,GSP,132 / 33,57.46838226,-4.491011721,NH 50697 44752,,"10630, 11573",2 x 45MVA,No,26.64,12.40,58.84,49.99,N/A,Red,Substation Thermal Capacity,200kW,24.43,106.82,Yes,N/A,17.50,11.91,Red,Substation Thermal Capacity,,,,
S - BEAU - 02,S - BEAU - 02,Scotland / SHEPD,Aigas Primary,Beauly GSP,N/A,Primary,33 / 11,57.4287022,-4.577194755,NH 45362 40529,,80336,1 x 0.5MVA,Yes,0.10,0.01,0.02,0.00,0.00,Red,Upstream Thermal Capacity,200kW,0.00,0.00,Yes,0.00,13.10,0.49,Red,Upstream Thermal Capacity,,,,
S - BEAU - 03,S - BEAU - 03,Scotland / SHEPD,Comrie Primary,Beauly GSP,N/A,Primary,33 / 11,57.566214,-4.6563935,NH 41207 56014,,80341,1 x 0.05MVA,Yes,0.01,0.00,0.00,0.00,0.00,Red,Upstream Thermal Capacity,200kW,0.00,0.00,Yes,0.00,12.00,0.04,Red,Upstream Thermal Capacity,,,,
S - BEAU - 04,S - BEAU - 04,Scotland / SHEPD,Conon Bridge Primary,Beauly GSP,N/A,Primary,33 / 11,57.56623173,-4.425802591,NH 54996 55499,,80322,2 x 5MVA,No,4.05,0.58,1.36,0.00,0.00,Red,Upstream Thermal Capacity,200kW,0.10,0.00,Yes,0.00,20.00,5.56,Red,Upstream Thermal Capacity,Reinforce the 33kV circuit 306 between Beauly GSP and Conon Bridge Primary,Dec-28,Replace both transformers with 7.5 / 15MVA units,Dec-28
S - BEAU - 05,S - BEAU - 05,Scotland / SHEPD,Conon Falls Primary,Beauly GSP,N/A,Primary,33 / 11,57.943554,-4.4129424,NH5726297464,,80345,1 x 0.5MVA,Yes,0.27,0.04,0.26,0.00,0.00,Red,Upstream Thermal Capacity,200kW,0.19,0.25,Yes,0.00,12.00,0.50,Red,Upstream Thermal Capacity,,,,
S - BEAU - 06,S - BEAU - 06,Scotland / SHEPD,Dingwall Primary,Beauly GSP,N/A,Primary,33 / 11,57.60341182,-4.445686847,NH 53956 59680,,80302,2 x 7.5/15MVA,No,9.88,1.42,2.12,0.00,0.00,Red,Upstream Thermal Capacity,200kW,3.58,0.72,Yes,0.00,13.10,6.39,Red,Upstream Thermal Capacity,Reinforce the 33kV circuit 306 between Beauly GSP and Conon Bridge Primary,Dec-28,,
S - BEAU - 07,S - BEAU - 07,Scotland / SHEPD,Kiltarlity Primary,Beauly GSP,N/A,Primary,33 / 11,57.43695026,-4.495971331,NH 50271 41265,,80361,1 x 6MVA,Yes,1.10,0.16,0.57,0.00,0.00,Red,Upstream Thermal Capacity,200kW,0.14,0.00,Yes,0.00,13.10,4.18,Red,Upstream Thermal Capacity,,,,
S - BEAU - 08,S - BEAU - 08,Scotland / SHEPD,Marybank Primary,Beauly GSP,N/A,Primary,33 / 11,57.54958616,-4.562537675,NH 46749 53948,,80316,1 x 4MVA,Yes,1.35,0.19,1.01,0.00,0.00,Red,Upstream Thermal Capacity,200kW,0.00,0.00,Yes,0.00,20.00,2.77,Red,Upstream Thermal Capacity,,,,
S - BEAU - 09,S - BEAU - 09,Scotland / SHEPD,Muir of Ord Primary,Beauly GSP,N/A,Primary,33 / 11,57.50320973,-4.447935891,NH 53420 48534,,80327,2 x 12 / 24MVA,No,11.35,3.42,5.80,0.00,0.00,Red,Upstream Thermal Capacity,200kW,0.10,0.00,Yes,0.00,13.10,7.74,Red,Upstream Thermal Capacity,Reinforce the 33kV circuits between Beauly GSP and Muir of Ord Primary ,Dec-27,,
S - BEAU - 10,S - BEAU - 10,Scotland / SHEPD,North Kessock Primary,Beauly GSP,N/A,Primary,33 / 11,57.50615985,-4.254734966,NH 65004 48461,,80339,1 x 4MVA,Yes,1.50,0.22,1.50,0.00,0.00,Red,Upstream Thermal Capacity,200kW,0.00,0.00,Yes,0.00,13.10,2.29,Red,Upstream Thermal Capacity,Reinforce the 33kV circuits between Beauly GSP and Muir of Ord Primary ,Dec-27,,
S - BERB - 01,S - BERB - 01,Scotland / SHEPD,Berryburn GSP,N/A,N/A,GSP,275 / 33,57.504026,-3.5992777,NJ 04266 47109,,22730,1 x 120MVA,Yes,0.00,0.00,0.00,104.53,N/A,Green,,200kW,95.10,242.70,No,N/A,25.00,10.63,Red,Substation Thermal Capacity,"Transmission works:
Add a 2nd 120MVA transformer",Apr-27,,
S - BOAG - 01,S - BOAG - 01,Scotland / SHEPD,Boat of Garten GSP,N/A,N/A,GSP,132 / 33,57.25356725,-3.731914481,NH 95609 19427,,"10830, 11574",2 x 60MVA,No,26.50,6.32,12.31,84.90,N/A,Green,,200kW,45.46,85.90,No,N/A,25.00,11.48,Red,Substation Thermal Capacity,,,,
