GROUP,GROUP_NUMBER,YEAR,SCENARIO,PRY GEN HEADROOM - INVERTER BASED ( MW ),PRY GEN HEADROOM - SYNCHRONOUS LV ( MW ),PRY GEN HEADROOM - SYNCHRONOUS HV ( MW ),PRY BATTERY HEADROOM ( MW),BSP GEN HEADROOM - INVERTER BASED ( MW ),BSP GEN HEADROOM - SYNCHRONOUS ( MW ),BSP BATTERY HEADROOM ( MW ),CENTROID_X,CENTROID_Y,geopoint
BSP,100009,2026,6 - ACCELERATED DECARBONISATION,,,,,10.67,1.94,10.67,371866.066627301,394006.546769676,"53.44207294131987, -2.425012948283667"
BSP,100009,2027,3 - ELECTRIC ENGAGEMENT,,,,,10.67,1.94,10.67,371866.066627301,394006.546769676,"53.44207294131987, -2.425012948283667"
BSP,100009,2027,4 - HOLISTIC TRANSITION,,,,,10.67,1.94,10.67,371866.066627301,394006.546769676,"53.44207294131987, -2.425012948283667"
BSP,100009,2027,5 - HYDROGEN EVOLUTION,,,,,10.67,1.94,10.67,371866.066627301,394006.546769676,"53.44207294131987, -2.425012948283667"
BSP,100009,2027,6 - ACCELERATED DECARBONISATION,,,,,10.67,1.94,10.67,371866.066627301,394006.546769676,"53.44207294131987, -2.425012948283667"
BSP,100009,2028,3 - ELECTRIC ENGAGEMENT,,,,,10.67,1.94,10.67,371866.066627301,394006.546769676,"53.44207294131987, -2.425012948283667"
BSP,100009,2029,1 - BEST VIEW,,,,,10.67,1.94,10.67,371866.066627301,394006.546769676,"53.44207294131987, -2.425012948283667"
BSP,100009,2029,2 - COUNTERFACTUAL,,,,,10.67,1.94,10.67,371866.066627301,394006.546769676,"53.44207294131987, -2.425012948283667"
BSP,100009,2029,4 - HOLISTIC TRANSITION,,,,,10.67,1.94,10.67,371866.066627301,394006.546769676,"53.44207294131987, -2.425012948283667"
BSP,100009,2030,2 - COUNTERFACTUAL,,,,,10.67,1.94,10.67,371866.066627301,394006.546769676,"53.44207294131987, -2.425012948283667"
BSP,100009,2030,4 - HOLISTIC TRANSITION,,,,,10.67,1.94,10.67,371866.066627301,394006.546769676,"53.44207294131987, -2.425012948283667"
BSP,100009,2030,6 - ACCELERATED DECARBONISATION,,,,,10.67,1.94,10.67,371866.066627301,394006.546769676,"53.44207294131987, -2.425012948283667"
BSP,100009,2031,3 - ELECTRIC ENGAGEMENT,,,,,10.67,1.94,10.67,371866.066627301,394006.546769676,"53.44207294131987, -2.425012948283667"
BSP,100009,2032,1 - BEST VIEW,,,,,10.67,1.94,10.67,371866.066627301,394006.546769676,"53.44207294131987, -2.425012948283667"
BSP,100009,2033,1 - BEST VIEW,,,,,10.67,1.94,10.67,371866.066627301,394006.546769676,"53.44207294131987, -2.425012948283667"
BSP,100009,2033,6 - ACCELERATED DECARBONISATION,,,,,10.67,1.94,10.67,371866.066627301,394006.546769676,"53.44207294131987, -2.425012948283667"
BSP,100009,2039,1 - BEST VIEW,,,,,10.67,1.94,10.67,371866.066627301,394006.546769676,"53.44207294131987, -2.425012948283667"
BSP,100009,2039,3 - ELECTRIC ENGAGEMENT,,,,,10.67,1.94,10.67,371866.066627301,394006.546769676,"53.44207294131987, -2.425012948283667"
BSP,100009,2042,2 - COUNTERFACTUAL,,,,,10.67,1.94,10.67,371866.066627301,394006.546769676,"53.44207294131987, -2.425012948283667"
BSP,100009,2046,3 - ELECTRIC ENGAGEMENT,,,,,54.58,21.25,1.09,371866.066627301,394006.546769676,"53.44207294131987, -2.425012948283667"
BSP,100009,2046,4 - HOLISTIC TRANSITION,,,,,53.41,25.1,-1.07,371866.066627301,394006.546769676,"53.44207294131987, -2.425012948283667"
BSP,100009,2051,2 - COUNTERFACTUAL,,,,,48.02,8.71,5.51,371866.066627301,394006.546769676,"53.44207294131987, -2.425012948283667"
BSP,304200,2024,1 - BEST VIEW,,,,,6.73,1.94,6.73,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,304200,2024,4 - HOLISTIC TRANSITION,,,,,6.73,1.94,6.73,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,304200,2024,5 - HYDROGEN EVOLUTION,,,,,6.73,1.94,6.73,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,304200,2024,6 - ACCELERATED DECARBONISATION,,,,,6.73,1.94,6.73,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,304200,2025,6 - ACCELERATED DECARBONISATION,,,,,6.73,1.94,6.73,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,304200,2026,4 - HOLISTIC TRANSITION,,,,,6.73,1.94,6.73,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,304200,2027,5 - HYDROGEN EVOLUTION,,,,,6.73,1.94,6.73,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,304200,2028,2 - COUNTERFACTUAL,,,,,6.73,1.94,6.73,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,304200,2028,5 - HYDROGEN EVOLUTION,,,,,6.73,1.94,6.73,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,304200,2028,6 - ACCELERATED DECARBONISATION,,,,,6.73,1.94,6.73,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,304200,2029,1 - BEST VIEW,,,,,6.73,1.94,6.73,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,304200,2029,6 - ACCELERATED DECARBONISATION,,,,,6.73,1.94,6.73,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,304200,2030,1 - BEST VIEW,,,,,6.73,1.94,6.73,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,304200,2030,3 - ELECTRIC ENGAGEMENT,,,,,6.73,1.94,6.73,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,304200,2030,5 - HYDROGEN EVOLUTION,,,,,6.73,1.94,6.73,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,304200,2031,2 - COUNTERFACTUAL,,,,,6.73,1.94,6.73,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,304200,2031,5 - HYDROGEN EVOLUTION,,,,,6.73,1.94,6.73,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,304200,2031,6 - ACCELERATED DECARBONISATION,,,,,6.73,1.94,6.73,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,304200,2032,1 - BEST VIEW,,,,,6.73,1.94,6.73,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,304200,2032,4 - HOLISTIC TRANSITION,,,,,6.73,1.94,6.73,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,304200,2032,5 - HYDROGEN EVOLUTION,,,,,6.73,1.94,6.73,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,304200,2032,6 - ACCELERATED DECARBONISATION,,,,,6.73,1.94,6.73,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,304200,2033,1 - BEST VIEW,,,,,6.73,1.94,6.73,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,304200,2033,2 - COUNTERFACTUAL,,,,,6.73,1.94,6.73,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,304200,2033,4 - HOLISTIC TRANSITION,,,,,6.73,1.94,6.73,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,304200,2036,4 - HOLISTIC TRANSITION,,,,,6.73,1.94,6.73,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,304200,2036,5 - HYDROGEN EVOLUTION,,,,,6.73,1.94,6.73,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,304200,2039,5 - HYDROGEN EVOLUTION,,,,,6.73,1.94,6.73,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,304200,2042,1 - BEST VIEW,,,,,6.73,1.94,6.73,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,304200,2042,3 - ELECTRIC ENGAGEMENT,,,,,6.73,1.94,6.73,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,304200,2046,1 - BEST VIEW,,,,,6.73,1.94,6.73,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,304200,2046,4 - HOLISTIC TRANSITION,,,,,6.73,1.94,6.73,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,304200,2051,1 - BEST VIEW,,,,,6.73,1.94,0.93,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,304200,2051,4 - HOLISTIC TRANSITION,,,,,6.73,1.94,6.73,398873.921028289,404742.567258415,"53.539328263141755, -2.0184620235730213"
BSP,200430,2024,1 - BEST VIEW,,,,,100.47,58.07,51.53,354465.13344496,402459.907364208,"53.51683027532878, -2.6881898975534493"
BSP,200430,2024,2 - COUNTERFACTUAL,,,,,100.28,58.07,51.53,354465.13344496,402459.907364208,"53.51683027532878, -2.6881898975534493"
BSP,200430,2025,1 - BEST VIEW,,,,,100.68,57.26,46.92,354465.13344496,402459.907364208,"53.51683027532878, -2.6881898975534493"
BSP,200430,2025,2 - COUNTERFACTUAL,,,,,100.6,57.82,50.15,354465.13344496,402459.907364208,"53.51683027532878, -2.6881898975534493"
BSP,200430,2026,2 - COUNTERFACTUAL,,,,,100.77,57.15,49.29,354465.13344496,402459.907364208,"53.51683027532878, -2.6881898975534493"
BSP,200430,2026,4 - HOLISTIC TRANSITION,,,,,100.63,56.82,46.6,354465.13344496,402459.907364208,"53.51683027532878, -2.6881898975534493"
BSP,200430,2027,1 - BEST VIEW,,,,,101.28,55.48,43.12,354465.13344496,402459.907364208,"53.51683027532878, -2.6881898975534493"
BSP,200430,2027,2 - COUNTERFACTUAL,,,,,100.96,56.54,48.66,354465.13344496,402459.907364208,"53.51683027532878, -2.6881898975534493"
BSP,200430,2027,6 - ACCELERATED DECARBONISATION,,,,,101.14,56.11,41.95,354465.13344496,402459.907364208,"53.51683027532878, -2.6881898975534493"
BSP,200430,2028,4 - HOLISTIC TRANSITION,,,,,101.3,54.09,44.01,354465.13344496,402459.907364208,"53.51683027532878, -2.6881898975534493"
BSP,200430,2029,2 - COUNTERFACTUAL,,,,,101.58,55.12,47.03,354465.13344496,402459.907364208,"53.51683027532878, -2.6881898975534493"
BSP,200430,2029,6 - ACCELERATED DECARBONISATION,,,,,102.17,51.22,38.2,354465.13344496,402459.907364208,"53.51683027532878, -2.6881898975534493"
BSP,200430,2030,1 - BEST VIEW,,,,,102.92,49.29,38.08,354465.13344496,402459.907364208,"53.51683027532878, -2.6881898975534493"
BSP,200430,2030,2 - COUNTERFACTUAL,,,,,102,50.34,45.94,354465.13344496,402459.907364208,"53.51683027532878, -2.6881898975534493"
BSP,200430,2030,3 - ELECTRIC ENGAGEMENT,,,,,102.94,48.71,38.12,354465.13344496,402459.907364208,"53.51683027532878, -2.6881898975534493"
BSP,200430,2030,5 - HYDROGEN EVOLUTION,,,,,102.25,49.95,42.96,354465.13344496,402459.907364208,"53.51683027532878, -2.6881898975534493"
BSP,200430,2031,5 - HYDROGEN EVOLUTION,,,,,102.87,48.36,41.95,354465.13344496,402459.907364208,"53.51683027532878, -2.6881898975534493"
BSP,200430,2032,3 - ELECTRIC ENGAGEMENT,,,,,108.71,44.46,31.61,354465.13344496,402459.907364208,"53.51683027532878, -2.6881898975534493"
BSP,200430,2032,5 - HYDROGEN EVOLUTION,,,,,107.92,45.97,36,354465.13344496,402459.907364208,"53.51683027532878, -2.6881898975534493"
BSP,200430,2032,6 - ACCELERATED DECARBONISATION,,,,,114.68,24.03,19.38,354465.13344496,402459.907364208,"53.51683027532878, -2.6881898975534493"
BSP,200430,2033,2 - COUNTERFACTUAL,,,,,103.34,49.37,41.62,354465.13344496,402459.907364208,"53.51683027532878, -2.6881898975534493"
BSP,200430,2033,5 - HYDROGEN EVOLUTION,,,,,108.45,45.44,34.58,354465.13344496,402459.907364208,"53.51683027532878, -2.6881898975534493"
BSP,200430,2036,2 - COUNTERFACTUAL,,,,,104.77,48.84,36.81,354465.13344496,402459.907364208,"53.51683027532878, -2.6881898975534493"
BSP,200430,2039,2 - COUNTERFACTUAL,,,,,106.39,49.95,31.98,354465.13344496,402459.907364208,"53.51683027532878, -2.6881898975534493"
BSP,200430,2039,5 - HYDROGEN EVOLUTION,,,,,116.57,38.07,20.32,354465.13344496,402459.907364208,"53.51683027532878, -2.6881898975534493"
BSP,200430,2039,6 - ACCELERATED DECARBONISATION,,,,,72.79,13.21,-5.89,354465.13344496,402459.907364208,"53.51683027532878, -2.6881898975534493"
BSP,200430,2046,3 - ELECTRIC ENGAGEMENT,,,,,122.47,38.91,-7.74,354465.13344496,402459.907364208,"53.51683027532878, -2.6881898975534493"
BSP,200430,2046,4 - HOLISTIC TRANSITION,,,,,88.49,16.05,-11.7,354465.13344496,402459.907364208,"53.51683027532878, -2.6881898975534493"
BSP,200430,2051,1 - BEST VIEW,,,,,122.99,41.36,-18.11,354465.13344496,402459.907364208,"53.51683027532878, -2.6881898975534493"
BSP,200430,2051,3 - ELECTRIC ENGAGEMENT,,,,,123.03,40.56,-13.33,354465.13344496,402459.907364208,"53.51683027532878, -2.6881898975534493"
BSP,200430,2051,6 - ACCELERATED DECARBONISATION,,,,,75.83,13.76,-17.2,354465.13344496,402459.907364208,"53.51683027532878, -2.6881898975534493"
BSP,609036,2024,3 - ELECTRIC ENGAGEMENT,,,,,40.82,40.82,37.83,327207.474407992,486792.411556193,"54.271579469006625, -3.1192749738751258"
BSP,609036,2025,4 - HOLISTIC TRANSITION,,,,,40.77,40.17,37.5,327207.474407992,486792.411556193,"54.271579469006625, -3.1192749738751258"
BSP,609036,2025,5 - HYDROGEN EVOLUTION,,,,,41.23,40.37,37.01,327207.474407992,486792.411556193,"54.271579469006625, -3.1192749738751258"
BSP,609036,2026,2 - COUNTERFACTUAL,,,,,41.97,40.04,36.3,327207.474407992,486792.411556193,"54.271579469006625, -3.1192749738751258"
BSP,609036,2026,5 - HYDROGEN EVOLUTION,,,,,41.74,39.42,36.39,327207.474407992,486792.411556193,"54.271579469006625, -3.1192749738751258"
BSP,609036,2026,6 - ACCELERATED DECARBONISATION,,,,,41.81,38.76,35.85,327207.474407992,486792.411556193,"54.271579469006625, -3.1192749738751258"
BSP,609036,2027,1 - BEST VIEW,,,,,43,38.13,34.8,327207.474407992,486792.411556193,"54.271579469006625, -3.1192749738751258"
BSP,609036,2027,3 - ELECTRIC ENGAGEMENT,,,,,43.01,37.7,34.89,327207.474407992,486792.411556193,"54.271579469006625, -3.1192749738751258"
BSP,609036,2027,4 - HOLISTIC TRANSITION,,,,,41.54,37.85,36.51,327207.474407992,486792.411556193,"54.271579469006625, -3.1192749738751258"
BSP,609036,2028,3 - ELECTRIC ENGAGEMENT,,,,,44.05,36.24,33.94,327207.474407992,486792.411556193,"54.271579469006625, -3.1192749738751258"
BSP,609036,2028,5 - HYDROGEN EVOLUTION,,,,,42.96,37.22,35.36,327207.474407992,486792.411556193,"54.271579469006625, -3.1192749738751258"
BSP,609036,2029,2 - COUNTERFACTUAL,,,,,44.37,38,33.94,327207.474407992,486792.411556193,"54.271579469006625, -3.1192749738751258"
BSP,609036,2029,6 - ACCELERATED DECARBONISATION,,,,,45.76,34.33,31.66,327207.474407992,486792.411556193,"54.271579469006625, -3.1192749738751258"
BSP,609036,2030,2 - COUNTERFACTUAL,,,,,44.79,34.01,32.86,327207.474407992,486792.411556193,"54.271579469006625, -3.1192749738751258"
BSP,609036,2030,3 - ELECTRIC ENGAGEMENT,,,,,45.8,33.76,32.38,327207.474407992,486792.411556193,"54.271579469006625, -3.1192749738751258"
BSP,609036,2030,4 - HOLISTIC TRANSITION,,,,,46.34,28.48,30.9,327207.474407992,486792.411556193,"54.271579469006625, -3.1192749738751258"
BSP,609036,2031,1 - BEST VIEW,,,,,46.68,33.66,30.96,327207.474407992,486792.411556193,"54.271579469006625, -3.1192749738751258"
BSP,609036,2031,2 - COUNTERFACTUAL,,,,,45.29,33.26,30.5,327207.474407992,486792.411556193,"54.271579469006625, -3.1192749738751258"
BSP,609036,2031,3 - ELECTRIC ENGAGEMENT,,,,,46.7,32.88,31.9,327207.474407992,486792.411556193,"54.271579469006625, -3.1192749738751258"
BSP,609036,2031,5 - HYDROGEN EVOLUTION,,,,,45.99,34.19,33.47,327207.474407992,486792.411556193,"54.271579469006625, -3.1192749738751258"
BSP,609036,2031,6 - ACCELERATED DECARBONISATION,,,,,52.52,21.26,21.1,327207.474407992,486792.411556193,"54.271579469006625, -3.1192749738751258"
BSP,609036,2032,2 - COUNTERFACTUAL,,,,,45.7,32.61,29.85,327207.474407992,486792.411556193,"54.271579469006625, -3.1192749738751258"
BSP,609036,2032,4 - HOLISTIC TRANSITION,,,,,51.97,15.59,20.05,327207.474407992,486792.411556193,"54.271579469006625, -3.1192749738751258"
BSP,609036,2036,3 - ELECTRIC ENGAGEMENT,,,,,55.86,27.07,19.68,327207.474407992,486792.411556193,"54.271579469006625, -3.1192749738751258"
BSP,609036,2036,4 - HOLISTIC TRANSITION,,,,,7.94,1.44,4.7,327207.474407992,486792.411556193,"54.271579469006625, -3.1192749738751258"
BSP,609036,2039,1 - BEST VIEW,,,,,54.62,25.51,9,327207.474407992,486792.411556193,"54.271579469006625, -3.1192749738751258"
BSP,609036,2039,3 - ELECTRIC ENGAGEMENT,,,,,59.1,23.2,8.11,327207.474407992,486792.411556193,"54.271579469006625, -3.1192749738751258"
BSP,609036,2039,4 - HOLISTIC TRANSITION,,,,,10.67,1.94,-4.96,327207.474407992,486792.411556193,"54.271579469006625, -3.1192749738751258"
BSP,609036,2039,6 - ACCELERATED DECARBONISATION,,,,,10.67,1.94,-9.71,327207.474407992,486792.411556193,"54.271579469006625, -3.1192749738751258"
BSP,609036,2042,5 - HYDROGEN EVOLUTION,,,,,54.18,25.54,17.87,327207.474407992,486792.411556193,"54.271579469006625, -3.1192749738751258"
BSP,609036,2051,1 - BEST VIEW,,,,,61.39,20.25,-21.6,327207.474407992,486792.411556193,"54.271579469006625, -3.1192749738751258"
BSP,609036,2051,2 - COUNTERFACTUAL,,,,,57.74,29.32,9.94,327207.474407992,486792.411556193,"54.271579469006625, -3.1192749738751258"
BSP,609036,2051,5 - HYDROGEN EVOLUTION,,,,,58.45,24.89,10.51,327207.474407992,486792.411556193,"54.271579469006625, -3.1192749738751258"
BSP,400128,2024,2 - COUNTERFACTUAL,,,,,25.49,16.56,25.49,346081.285049648,446314.696174317,"53.910165651085606, -2.82226826169413"
BSP,400128,2024,3 - ELECTRIC ENGAGEMENT,,,,,25.4,16.56,25.4,346081.285049648,446314.696174317,"53.910165651085606, -2.82226826169413"
BSP,400128,2025,3 - ELECTRIC ENGAGEMENT,,,,,25.81,15.89,25.81,346081.285049648,446314.696174317,"53.910165651085606, -2.82226826169413"
BSP,400128,2025,5 - HYDROGEN EVOLUTION,,,,,25.81,16.19,25.81,346081.285049648,446314.696174317,"53.910165651085606, -2.82226826169413"
BSP,400128,2025,6 - ACCELERATED DECARBONISATION,,,,,25.52,15.94,25.52,346081.285049648,446314.696174317,"53.910165651085606, -2.82226826169413"
BSP,400128,2026,1 - BEST VIEW,,,,,26.23,15.48,26.23,346081.285049648,446314.696174317,"53.910165651085606, -2.82226826169413"
BSP,400128,2026,3 - ELECTRIC ENGAGEMENT,,,,,26.09,15.19,26.09,346081.285049648,446314.696174317,"53.910165651085606, -2.82226826169413"
BSP,400128,2026,5 - HYDROGEN EVOLUTION,,,,,26.06,15.73,26.06,346081.285049648,446314.696174317,"53.910165651085606, -2.82226826169413"
BSP,400128,2026,6 - ACCELERATED DECARBONISATION,,,,,25.8,15.34,25.8,346081.285049648,446314.696174317,"53.910165651085606, -2.82226826169413"
BSP,400128,2027,5 - HYDROGEN EVOLUTION,,,,,26.26,15.22,26.26,346081.285049648,446314.696174317,"53.910165651085606, -2.82226826169413"
BSP,400128,2028,3 - ELECTRIC ENGAGEMENT,,,,,26.66,12.54,26.66,346081.285049648,446314.696174317,"53.910165651085606, -2.82226826169413"
BSP,400128,2029,3 - ELECTRIC ENGAGEMENT,,,,,26.97,10.38,26.97,346081.285049648,446314.696174317,"53.910165651085606, -2.82226826169413"
BSP,400128,2029,6 - ACCELERATED DECARBONISATION,,,,,27,9.97,27,346081.285049648,446314.696174317,"53.910165651085606, -2.82226826169413"
BSP,400128,2031,4 - HOLISTIC TRANSITION,,,,,23.13,4.2,23.13,346081.285049648,446314.696174317,"53.910165651085606, -2.82226826169413"
BSP,400128,2032,1 - BEST VIEW,,,,,29.01,5.3,29.01,346081.285049648,446314.696174317,"53.910165651085606, -2.82226826169413"
BSP,400128,2032,2 - COUNTERFACTUAL,,,,,30.2,9.96,29.76,346081.285049648,446314.696174317,"53.910165651085606, -2.82226826169413"
BSP,400128,2033,1 - BEST VIEW,,,,,19.74,3.58,19.74,346081.285049648,446314.696174317,"53.910165651085606, -2.82226826169413"
BSP,400128,2033,3 - ELECTRIC ENGAGEMENT,,,,,2.11,0.38,2.11,346081.285049648,446314.696174317,"53.910165651085606, -2.82226826169413"
BSP,400128,2033,5 - HYDROGEN EVOLUTION,,,,,21.99,3.99,21.99,346081.285049648,446314.696174317,"53.910165651085606, -2.82226826169413"
BSP,400128,2036,1 - BEST VIEW,,,,,10.67,1.94,10.67,346081.285049648,446314.696174317,"53.910165651085606, -2.82226826169413"
BSP,400128,2036,2 - COUNTERFACTUAL,,,,,32.42,7.89,25.06,346081.285049648,446314.696174317,"53.910165651085606, -2.82226826169413"
BSP,400128,2036,3 - ELECTRIC ENGAGEMENT,,,,,10.67,1.94,10.67,346081.285049648,446314.696174317,"53.910165651085606, -2.82226826169413"
BSP,400128,2036,4 - HOLISTIC TRANSITION,,,,,19.74,3.58,6.96,346081.285049648,446314.696174317,"53.910165651085606, -2.82226826169413"
BSP,400128,2042,6 - ACCELERATED DECARBONISATION,,,,,10.67,1.94,-19.98,346081.285049648,446314.696174317,"53.910165651085606, -2.82226826169413"
BSP,400128,2046,1 - BEST VIEW,,,,,9.33,1.69,-3.85,346081.285049648,446314.696174317,"53.910165651085606, -2.82226826169413"
BSP,400128,2046,3 - ELECTRIC ENGAGEMENT,,,,,10.67,1.94,-9.82,346081.285049648,446314.696174317,"53.910165651085606, -2.82226826169413"
BSP,400128,2046,6 - ACCELERATED DECARBONISATION,,,,,10.67,1.94,-27.33,346081.285049648,446314.696174317,"53.910165651085606, -2.82226826169413"
BSP,400128,2051,3 - ELECTRIC ENGAGEMENT,,,,,10.67,1.94,-16.57,346081.285049648,446314.696174317,"53.910165651085606, -2.82226826169413"
BSP,400217,2024,5 - HYDROGEN EVOLUTION,,,,,79.84,38.96,9.18,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
BSP,400217,2025,5 - HYDROGEN EVOLUTION,,,,,80.42,38.04,2.29,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
BSP,400217,2026,1 - BEST VIEW,,,,,81.65,35.07,-7.57,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
BSP,400217,2026,3 - ELECTRIC ENGAGEMENT,,,,,81.9,34.37,-8.48,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
BSP,400217,2027,2 - COUNTERFACTUAL,,,,,81.52,36.35,4.11,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
BSP,400217,2027,3 - ELECTRIC ENGAGEMENT,,,,,83.39,31.88,-9.94,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
BSP,400217,2027,4 - HOLISTIC TRANSITION,,,,,81.56,33.17,-5.03,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
BSP,400217,2028,1 - BEST VIEW,,,,,84.64,29.66,-11.5,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
BSP,400217,2029,4 - HOLISTIC TRANSITION,,,,,84.5,29.58,-9.72,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
BSP,400217,2030,4 - HOLISTIC TRANSITION,,,,,86.3,27.23,-12.9,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
BSP,400217,2030,5 - HYDROGEN EVOLUTION,,,,,86.75,24.83,-9,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
BSP,400217,2031,2 - COUNTERFACTUAL,,,,,87.11,28.08,-5.37,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
BSP,400217,2031,3 - ELECTRIC ENGAGEMENT,,,,,89.75,20.36,-18.03,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
BSP,400217,2031,4 - HOLISTIC TRANSITION,,,,,88.18,25.29,-19.31,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
BSP,400217,2031,5 - HYDROGEN EVOLUTION,,,,,88.26,23.47,-11.06,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
BSP,400217,2032,3 - ELECTRIC ENGAGEMENT,,,,,91.39,19.1,-20.14,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
BSP,400217,2032,6 - ACCELERATED DECARBONISATION,,,,,90.98,22.41,-34,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
BSP,400217,2033,1 - BEST VIEW,,,,,93.33,20.02,-24.3,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
BSP,400217,2033,4 - HOLISTIC TRANSITION,,,,,92.22,21.47,-33.37,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
BSP,400217,2036,1 - BEST VIEW,,,,,87.98,15.96,-38.97,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
BSP,400217,2036,3 - ELECTRIC ENGAGEMENT,,,,,71.37,12.95,-35.02,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
BSP,400217,2036,6 - ACCELERATED DECARBONISATION,,,,,92.91,16.85,-63.52,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
BSP,400217,2039,1 - BEST VIEW,,,,,63.88,11.59,-61.01,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
BSP,400217,2039,3 - ELECTRIC ENGAGEMENT,,,,,41.47,7.52,-55.84,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
BSP,400217,2039,4 - HOLISTIC TRANSITION,,,,,72.82,13.21,-73.25,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
BSP,400217,2039,5 - HYDROGEN EVOLUTION,,,,,80.52,14.61,-38.85,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
BSP,400217,2042,3 - ELECTRIC ENGAGEMENT,,,,,21.29,3.86,-72.26,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
BSP,400217,2042,4 - HOLISTIC TRANSITION,,,,,53.06,9.63,-87.86,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
BSP,400217,2042,6 - ACCELERATED DECARBONISATION,,,,,43.6,7.91,-101.28,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
BSP,400217,2046,3 - ELECTRIC ENGAGEMENT,,,,,10.98,1.99,-88.36,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
BSP,400217,2046,6 - ACCELERATED DECARBONISATION,,,,,40.44,7.34,-112.4,348287.047462383,416524.887142961,"53.6426657488926, -2.7836891668922785"
