Substation/Group,Voltage,Scenario,Year,Financial Year,Headroom (MW),Headroom Type,GSP,Primary_Substation
ZETLAND PARK,11.0,EE,2035,2035/36,21.63681714240315,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,EE,2036,2036/37,19.02443324147442,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,EE,2037,2037/38,16.61576451082424,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,HE,2039,2039/40,18.32040847367251,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,HE,2040,2040/41,16.99347348915237,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,HE,2041,2041/42,15.66653850463224,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,HT,2024,2024/25,27.22444430985719,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,HT,2025,2025/26,26.82022856768717,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,HT,2026,2026/27,26.70121224354366,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,HT,2029,2029/30,26.37453451590556,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,HT,2030,2030/31,26.40315684265131,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,HT,2034,2034/35,23.75756017645882,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,HT,2035,2035/36,20.38170878327005,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,HT,2036,2036/37,17.45539299379629,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,HT,2037,2037/38,14.86096574921431,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,EE,2048,2048/49,0.0,Generation (Fully Rated Converter),NEWTON STEWART,ZETLAND PARK
ZETLAND PARK,11.0,HE,2037,2037/38,0.0,Generation (Fully Rated Converter),NEWTON STEWART,ZETLAND PARK
ZETLAND PARK,11.0,HE,2038,2038/39,0.0,Generation (Fully Rated Converter),NEWTON STEWART,ZETLAND PARK
ZETLAND PARK,11.0,HE,2041,2041/42,0.0,Generation (Fully Rated Converter),NEWTON STEWART,ZETLAND PARK
ZETLAND PARK,11.0,HE,2044,2044/45,0.0,Generation (Fully Rated Converter),NEWTON STEWART,ZETLAND PARK
ZETLAND PARK,11.0,HE,2047,2047/48,0.0,Generation (Fully Rated Converter),NEWTON STEWART,ZETLAND PARK
ZETLAND PARK,11.0,HE,2048,2048/49,0.0,Generation (Fully Rated Converter),NEWTON STEWART,ZETLAND PARK
ZETLAND PARK,11.0,HT,2025,2025/26,5.365523660946912,Generation (Fully Rated Converter),NEWTON STEWART,ZETLAND PARK
ZETLAND PARK,11.0,HT,2031,2031/32,0.0,Generation (Fully Rated Converter),NEWTON STEWART,ZETLAND PARK
ZETLAND PARK,11.0,HT,2033,2033/34,0.0,Generation (Fully Rated Converter),NEWTON STEWART,ZETLAND PARK
ZETLAND PARK,11.0,HT,2037,2037/38,0.0,Generation (Fully Rated Converter),NEWTON STEWART,ZETLAND PARK
ZETLAND PARK,11.0,HT,2038,2038/39,0.0,Generation (Fully Rated Converter),NEWTON STEWART,ZETLAND PARK
ZETLAND PARK,11.0,HT,2045,2045/46,0.0,Generation (Fully Rated Converter),NEWTON STEWART,ZETLAND PARK
ZETLAND PARK,11.0,HT,2047,2047/48,0.0,Generation (Fully Rated Converter),NEWTON STEWART,ZETLAND PARK
ZETLAND PARK,11.0,EE,2035,2035/36,13.39195128558049,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,EE,2045,2045/46,0.0,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,EE,2046,2046/47,0.0,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,EE,2047,2047/48,0.0,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,EE,2048,2048/49,0.0,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,HE,2037,2037/38,13.17611202733512,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,HE,2038,2038/39,13.21704581136272,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,HE,2040,2040/41,13.33779928260035,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,HE,2041,2041/42,13.42294100534346,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,HE,2044,2044/45,11.73403076469409,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,HE,2046,2046/47,10.06963447986448,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,HE,2047,2047/48,9.320408473672417,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,HT,2025,2025/26,10.42737682592827,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,HT,2026,2026/27,10.46152009718075,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,HT,2028,2028/29,10.57682233411453,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,HT,2029,2029/30,12.78471132261225,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,HT,2030,2030/31,12.86960427593918,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,HT,2039,2039/40,9.470253674910866,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,HT,2041,2041/42,4.493163891629072,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,HT,2042,2042/43,2.221956461288602,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,HT,2047,2047/48,0.0,Generation (Fully Rated Converter),SIGHTHILL,ZETLAND PARK
ZETLAND PARK,11.0,EE,2038,2038/39,0.0,Generation (Fully Rated Converter),BROXBURN,ZETLAND PARK
ZETLAND PARK,11.0,EE,2039,2039/40,0.0,Generation (Fully Rated Converter),BROXBURN,ZETLAND PARK
ZETLAND PARK,11.0,EE,2041,2041/42,0.0,Generation (Fully Rated Converter),BROXBURN,ZETLAND PARK
ZETLAND PARK,11.0,EE,2044,2044/45,0.0,Generation (Fully Rated Converter),BROXBURN,ZETLAND PARK
ZETLAND PARK,11.0,EE,2048,2048/49,0.0,Generation (Fully Rated Converter),BROXBURN,ZETLAND PARK
ZETLAND PARK,11.0,EE,2049,2049/50,0.0,Generation (Fully Rated Converter),BROXBURN,ZETLAND PARK
ZETLAND PARK,11.0,HE,2035,2035/36,0.0,Generation (Fully Rated Converter),BROXBURN,ZETLAND PARK
ZETLAND PARK,11.0,HE,2037,2037/38,0.0,Generation (Fully Rated Converter),BROXBURN,ZETLAND PARK
ZETLAND PARK,11.0,HE,2046,2046/47,0.0,Generation (Fully Rated Converter),BROXBURN,ZETLAND PARK
ZETLAND PARK,11.0,HE,2049,2049/50,0.0,Generation (Fully Rated Converter),BROXBURN,ZETLAND PARK
ZETLAND PARK,11.0,HT,2026,2026/27,6.602407411891071,Generation (Fully Rated Converter),BROXBURN,ZETLAND PARK
ZETLAND PARK,11.0,HT,2029,2029/30,0.0,Generation (Fully Rated Converter),BROXBURN,ZETLAND PARK
ZETLAND PARK,11.0,HT,2031,2031/32,0.0,Generation (Fully Rated Converter),BROXBURN,ZETLAND PARK
ZETLAND PARK,11.0,HT,2036,2036/37,0.0,Generation (Fully Rated Converter),BROXBURN,ZETLAND PARK
ZETLAND PARK,11.0,HT,2038,2038/39,0.0,Generation (Fully Rated Converter),BROXBURN,ZETLAND PARK
ZETLAND PARK,11.0,HT,2041,2041/42,0.0,Generation (Fully Rated Converter),BROXBURN,ZETLAND PARK
ZETLAND PARK,11.0,HT,2042,2042/43,0.0,Generation (Fully Rated Converter),BROXBURN,ZETLAND PARK
ZETLAND PARK,11.0,HT,2046,2046/47,0.0,Generation (Fully Rated Converter),BROXBURN,ZETLAND PARK
ZETLAND PARK,11.0,HT,2048,2048/49,0.0,Generation (Fully Rated Converter),BROXBURN,ZETLAND PARK
ZETLAND PARK,11.0,HT,2049,2049/50,0.0,Generation (Fully Rated Converter),BROXBURN,ZETLAND PARK
ZETLAND PARK,11.0,EE,2037,2037/38,0.0,Generation (Fully Rated Converter),WESTFIELD,ZETLAND PARK
ZETLAND PARK,11.0,EE,2038,2038/39,0.0,Generation (Fully Rated Converter),WESTFIELD,ZETLAND PARK
ZETLAND PARK,11.0,EE,2040,2040/41,0.0,Generation (Fully Rated Converter),WESTFIELD,ZETLAND PARK
ZETLAND PARK,11.0,EE,2043,2043/44,0.0,Generation (Fully Rated Converter),WESTFIELD,ZETLAND PARK
ZETLAND PARK,11.0,EE,2046,2046/47,0.0,Generation (Fully Rated Converter),WESTFIELD,ZETLAND PARK
ZETLAND PARK,11.0,EE,2047,2047/48,0.0,Generation (Fully Rated Converter),WESTFIELD,ZETLAND PARK
ZETLAND PARK,11.0,EE,2048,2048/49,0.0,Generation (Fully Rated Converter),WESTFIELD,ZETLAND PARK
ZETLAND PARK,11.0,EE,2049,2049/50,0.0,Generation (Fully Rated Converter),WESTFIELD,ZETLAND PARK
ZETLAND PARK,11.0,HE,2035,2035/36,0.0,Generation (Fully Rated Converter),WESTFIELD,ZETLAND PARK
ZETLAND PARK,11.0,HE,2036,2036/37,0.0,Generation (Fully Rated Converter),WESTFIELD,ZETLAND PARK
ZETLAND PARK,11.0,HE,2040,2040/41,0.0,Generation (Fully Rated Converter),WESTFIELD,ZETLAND PARK
ZETLAND PARK,11.0,HE,2045,2045/46,0.0,Generation (Fully Rated Converter),WESTFIELD,ZETLAND PARK
ZETLAND PARK,11.0,HT,2026,2026/27,3.536886939332312,Generation (Fully Rated Converter),WESTFIELD,ZETLAND PARK
ZETLAND PARK,11.0,HT,2031,2031/32,0.0,Generation (Fully Rated Converter),WESTFIELD,ZETLAND PARK
ZETLAND PARK,11.0,HT,2033,2033/34,0.0,Generation (Fully Rated Converter),WESTFIELD,ZETLAND PARK
ZETLAND PARK,11.0,HT,2035,2035/36,0.0,Generation (Fully Rated Converter),WESTFIELD,ZETLAND PARK
ZETLAND PARK,11.0,HT,2037,2037/38,0.0,Generation (Fully Rated Converter),WESTFIELD,ZETLAND PARK
ZETLAND PARK,11.0,HT,2040,2040/41,0.0,Generation (Fully Rated Converter),WESTFIELD,ZETLAND PARK
ZETLAND PARK,11.0,HT,2042,2042/43,0.0,Generation (Fully Rated Converter),WESTFIELD,ZETLAND PARK
ZETLAND PARK,11.0,HT,2043,2043/44,0.0,Generation (Fully Rated Converter),WESTFIELD,ZETLAND PARK
ZETLAND PARK,11.0,HT,2045,2045/46,0.0,Generation (Fully Rated Converter),WESTFIELD,ZETLAND PARK
ZETLAND PARK,11.0,HT,2046,2046/47,0.0,Generation (Fully Rated Converter),WESTFIELD,ZETLAND PARK
ZETLAND PARK,11.0,HT,2047,2047/48,0.0,Generation (Fully Rated Converter),WESTFIELD,ZETLAND PARK
ZETLAND PARK,11.0,HT,2049,2049/50,0.0,Generation (Fully Rated Converter),WESTFIELD,ZETLAND PARK
ZETLAND PARK,11.0,EE,2037,2037/38,13.89224517664445,Generation (Fully Rated Converter),FINNIESTON,ZETLAND PARK
ZETLAND PARK,11.0,EE,2038,2038/39,13.92261494666732,Generation (Fully Rated Converter),FINNIESTON,ZETLAND PARK
ZETLAND PARK,11.0,EE,2043,2043/44,14.01796962597317,Generation (Fully Rated Converter),FINNIESTON,ZETLAND PARK
ZETLAND PARK,11.0,EE,2044,2044/45,14.0189816203614,Generation (Fully Rated Converter),FINNIESTON,ZETLAND PARK
ZETLAND PARK,11.0,EE,2046,2046/47,14.01290371274395,Generation (Fully Rated Converter),FINNIESTON,ZETLAND PARK
ZETLAND PARK,11.0,HE,2038,2038/39,13.87124372635214,Generation (Fully Rated Converter),FINNIESTON,ZETLAND PARK
ZETLAND PARK,11.0,HE,2041,2041/42,13.94517026289162,Generation (Fully Rated Converter),FINNIESTON,ZETLAND PARK
ZETLAND PARK,11.0,HE,2046,2046/47,14.03983452597967,Generation (Fully Rated Converter),FINNIESTON,ZETLAND PARK
ZETLAND PARK,11.0,HE,2049,2049/50,14.07792772583808,Generation (Fully Rated Converter),FINNIESTON,ZETLAND PARK
ZETLAND PARK,11.0,HT,2025,2025/26,13.78033579750517,Generation (Fully Rated Converter),FINNIESTON,ZETLAND PARK
ZETLAND PARK,11.0,HT,2027,2027/28,13.74742482055152,Generation (Fully Rated Converter),FINNIESTON,ZETLAND PARK
ZETLAND PARK,11.0,HT,2028,2028/29,13.76114470501951,Generation (Fully Rated Converter),FINNIESTON,ZETLAND PARK
ZETLAND PARK,11.0,HT,2030,2030/31,13.77291048113825,Generation (Fully Rated Converter),FINNIESTON,ZETLAND PARK
ZETLAND PARK,11.0,HT,2034,2034/35,13.87133487614345,Generation (Fully Rated Converter),FINNIESTON,ZETLAND PARK
ZETLAND PARK,11.0,HT,2035,2035/36,13.89020832765752,Generation (Fully Rated Converter),FINNIESTON,ZETLAND PARK
ZETLAND PARK,11.0,HT,2039,2039/40,14.04531345250808,Generation (Fully Rated Converter),FINNIESTON,ZETLAND PARK
ZETLAND PARK,11.0,HT,2044,2044/45,14.18010613776601,Generation (Fully Rated Converter),FINNIESTON,ZETLAND PARK
ZETLAND PARK,11.0,HT,2046,2046/47,14.20291079010047,Generation (Fully Rated Converter),FINNIESTON,ZETLAND PARK
ZETLAND PARK,11.0,EE,2035,2035/36,0.0,Generation (Fully Rated Converter),CUPAR,ZETLAND PARK
ZETLAND PARK,11.0,EE,2036,2036/37,0.0,Generation (Fully Rated Converter),CUPAR,ZETLAND PARK
ZETLAND PARK,11.0,EE,2037,2037/38,0.0,Generation (Fully Rated Converter),CUPAR,ZETLAND PARK
ZETLAND PARK,11.0,EE,2040,2040/41,0.0,Generation (Fully Rated Converter),CUPAR,ZETLAND PARK
ZETLAND PARK,11.0,EE,2044,2044/45,0.0,Generation (Fully Rated Converter),CUPAR,ZETLAND PARK
ZETLAND PARK,11.0,EE,2049,2049/50,0.0,Generation (Fully Rated Converter),CUPAR,ZETLAND PARK
ZETLAND PARK,11.0,HE,2035,2035/36,0.0,Generation (Fully Rated Converter),CUPAR,ZETLAND PARK
ZETLAND PARK,11.0,HE,2039,2039/40,0.0,Generation (Fully Rated Converter),CUPAR,ZETLAND PARK
ZETLAND PARK,11.0,HE,2041,2041/42,0.0,Generation (Fully Rated Converter),CUPAR,ZETLAND PARK
ZETLAND PARK,11.0,HE,2043,2043/44,0.0,Generation (Fully Rated Converter),CUPAR,ZETLAND PARK
ZETLAND PARK,11.0,HE,2047,2047/48,0.0,Generation (Fully Rated Converter),CUPAR,ZETLAND PARK
ZETLAND PARK,11.0,HE,2048,2048/49,0.0,Generation (Fully Rated Converter),CUPAR,ZETLAND PARK
ZETLAND PARK,11.0,HE,2049,2049/50,0.0,Generation (Fully Rated Converter),CUPAR,ZETLAND PARK
ZETLAND PARK,11.0,HT,2025,2025/26,15.31374122831572,Generation (Fully Rated Converter),CUPAR,ZETLAND PARK
ZETLAND PARK,11.0,HT,2030,2030/31,0.0,Generation (Fully Rated Converter),CUPAR,ZETLAND PARK
ZETLAND PARK,11.0,HT,2032,2032/33,0.0,Generation (Fully Rated Converter),CUPAR,ZETLAND PARK
ZETLAND PARK,11.0,HT,2039,2039/40,0.0,Generation (Fully Rated Converter),CUPAR,ZETLAND PARK
ZETLAND PARK,11.0,HT,2042,2042/43,0.0,Generation (Fully Rated Converter),CUPAR,ZETLAND PARK
ZETLAND PARK,11.0,HT,2044,2044/45,0.0,Generation (Fully Rated Converter),CUPAR,ZETLAND PARK
ZETLAND PARK,11.0,HT,2048,2048/49,0.0,Generation (Fully Rated Converter),CUPAR,ZETLAND PARK
ZETLAND PARK,11.0,EE,2041,2041/42,25.34564671452071,Generation (Fully Rated Converter),ST. ANDREWS CROSS,ZETLAND PARK
ZETLAND PARK,11.0,EE,2044,2044/45,25.6629644645774,Generation (Fully Rated Converter),ST. ANDREWS CROSS,ZETLAND PARK
ZETLAND PARK,11.0,EE,2045,2045/46,25.74397777503595,Generation (Fully Rated Converter),ST. ANDREWS CROSS,ZETLAND PARK
ZETLAND PARK,11.0,EE,2049,2049/50,25.95400378880375,Generation (Fully Rated Converter),ST. ANDREWS CROSS,ZETLAND PARK
ZETLAND PARK,11.0,HE,2038,2038/39,24.46227577036414,Generation (Fully Rated Converter),ST. ANDREWS CROSS,ZETLAND PARK
ZETLAND PARK,11.0,HE,2044,2044/45,25.04749961577372,Generation (Fully Rated Converter),ST. ANDREWS CROSS,ZETLAND PARK
ZETLAND PARK,11.0,HE,2046,2046/47,25.16044371722739,Generation (Fully Rated Converter),ST. ANDREWS CROSS,ZETLAND PARK
ZETLAND PARK,11.0,HE,2049,2049/50,25.31123045869968,Generation (Fully Rated Converter),ST. ANDREWS CROSS,ZETLAND PARK
ZETLAND PARK,11.0,HT,2025,2025/26,23.19692769135005,Generation (Fully Rated Converter),ST. ANDREWS CROSS,ZETLAND PARK
ZETLAND PARK,11.0,HT,2026,2026/27,23.24714122432068,Generation (Fully Rated Converter),ST. ANDREWS CROSS,ZETLAND PARK
ZETLAND PARK,11.0,HT,2027,2027/28,23.29800848027614,Generation (Fully Rated Converter),ST. ANDREWS CROSS,ZETLAND PARK
ZETLAND PARK,11.0,HT,2033,2033/34,24.05978170623945,Generation (Fully Rated Converter),ST. ANDREWS CROSS,ZETLAND PARK
ZETLAND PARK,11.0,HT,2035,2035/36,24.3179258932863,Generation (Fully Rated Converter),ST. ANDREWS CROSS,ZETLAND PARK
ZETLAND PARK,11.0,HT,2036,2036/37,24.46047633620132,Generation (Fully Rated Converter),ST. ANDREWS CROSS,ZETLAND PARK
ZETLAND PARK,11.0,HT,2037,2037/38,24.63316011525859,Generation (Fully Rated Converter),ST. ANDREWS CROSS,ZETLAND PARK
ZETLAND PARK,11.0,HT,2038,2038/39,24.79622211191348,Generation (Fully Rated Converter),ST. ANDREWS CROSS,ZETLAND PARK
ZETLAND PARK,11.0,HT,2040,2040/41,25.08227833484233,Generation (Fully Rated Converter),ST. ANDREWS CROSS,ZETLAND PARK
ZETLAND PARK,11.0,HT,2044,2044/45,25.64825302938341,Generation (Fully Rated Converter),ST. ANDREWS CROSS,ZETLAND PARK
ZETLAND PARK,11.0,HT,2047,2047/48,25.84362313816637,Generation (Fully Rated Converter),ST. ANDREWS CROSS,ZETLAND PARK
ZETLAND PARK,11.0,HT,2048,2048/49,25.88096160795384,Generation (Fully Rated Converter),ST. ANDREWS CROSS,ZETLAND PARK
ZETLAND PARK,11.0,HT,2024,2024/25,5.935700990791484,Generation (Fully Rated Converter),GALASHIELS,ZETLAND PARK
ZETLAND PARK,11.0,EE,2036,2036/37,14.63639897115187,Generation (Fully Rated Converter),SHRUBHILL,ZETLAND PARK
ZETLAND PARK,11.0,EE,2040,2040/41,15.05647553936776,Generation (Fully Rated Converter),SHRUBHILL,ZETLAND PARK
ZETLAND PARK,11.0,EE,2041,2041/42,15.11832402180332,Generation (Fully Rated Converter),SHRUBHILL,ZETLAND PARK
ZETLAND PARK,11.0,EE,2047,2047/48,15.29958147506284,Generation (Fully Rated Converter),SHRUBHILL,ZETLAND PARK
ZETLAND PARK,11.0,HE,2037,2037/38,14.42695356038159,Generation (Fully Rated Converter),SHRUBHILL,ZETLAND PARK
ZETLAND PARK,11.0,HE,2038,2038/39,14.49800289998868,Generation (Fully Rated Converter),SHRUBHILL,ZETLAND PARK
ZETLAND PARK,11.0,HE,2039,2039/40,14.56971477491456,Generation (Fully Rated Converter),SHRUBHILL,ZETLAND PARK
ZETLAND PARK,11.0,HE,2042,2042/43,14.74593826134915,Generation (Fully Rated Converter),SHRUBHILL,ZETLAND PARK
ZETLAND PARK,11.0,HE,2047,2047/48,14.91212660515052,Generation (Fully Rated Converter),SHRUBHILL,ZETLAND PARK
ZETLAND PARK,11.0,HT,2025,2025/26,13.79960246828227,Generation (Fully Rated Converter),SHRUBHILL,ZETLAND PARK
ZETLAND PARK,11.0,HT,2026,2026/27,13.79712168779109,Generation (Fully Rated Converter),SHRUBHILL,ZETLAND PARK
ZETLAND PARK,11.0,HT,2030,2030/31,14.03409990191976,Generation (Fully Rated Converter),SHRUBHILL,ZETLAND PARK
ZETLAND PARK,11.0,HT,2031,2031/32,14.12247252282032,Generation (Fully Rated Converter),SHRUBHILL,ZETLAND PARK
ZETLAND PARK,11.0,HT,2032,2032/33,14.23130334451647,Generation (Fully Rated Converter),SHRUBHILL,ZETLAND PARK
ZETLAND PARK,11.0,HT,2038,2038/39,14.81112673463871,Generation (Fully Rated Converter),SHRUBHILL,ZETLAND PARK
ZETLAND PARK,11.0,HT,2045,2045/46,15.22370522779835,Generation (Fully Rated Converter),SHRUBHILL,ZETLAND PARK
ZETLAND PARK,11.0,HT,2049,2049/50,15.27068832314587,Generation (Fully Rated Converter),SHRUBHILL,ZETLAND PARK
ZETLAND PARK,11.0,HT,2028,2028/29,4.822260269282918,Generation (Fully Rated Converter),STIRLING,ZETLAND PARK
ZETLAND PARK,11.0,HT,2024,2024/25,21.23515479204841,Generation (Fully Rated Converter),EASTERHOUSE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2025,2025/26,21.03807797435963,Generation (Fully Rated Converter),EASTERHOUSE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2026,2026/27,21.03452184797504,Generation (Fully Rated Converter),EASTERHOUSE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2028,2028/29,19.3541900002968,Generation (Fully Rated Converter),EASTERHOUSE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2030,2030/31,9.774623436829284,Generation (Fully Rated Converter),EASTERHOUSE,ZETLAND PARK
ZETLAND PARK,11.0,EE,2037,2037/38,0.0,Generation (Fully Rated Converter),SALTCOATS A,ZETLAND PARK
ZETLAND PARK,11.0,EE,2038,2038/39,0.0,Generation (Fully Rated Converter),SALTCOATS A,ZETLAND PARK
ZETLAND PARK,11.0,EE,2040,2040/41,0.0,Generation (Fully Rated Converter),SALTCOATS A,ZETLAND PARK
ZETLAND PARK,11.0,EE,2043,2043/44,0.0,Generation (Fully Rated Converter),SALTCOATS A,ZETLAND PARK
ZETLAND PARK,11.0,EE,2045,2045/46,0.0,Generation (Fully Rated Converter),SALTCOATS A,ZETLAND PARK
ZETLAND PARK,11.0,EE,2047,2047/48,0.0,Generation (Fully Rated Converter),SALTCOATS A,ZETLAND PARK
ZETLAND PARK,11.0,HE,2040,2040/41,0.0,Generation (Fully Rated Converter),SALTCOATS A,ZETLAND PARK
ZETLAND PARK,11.0,HE,2041,2041/42,0.0,Generation (Fully Rated Converter),SALTCOATS A,ZETLAND PARK
ZETLAND PARK,11.0,HE,2042,2042/43,0.0,Generation (Fully Rated Converter),SALTCOATS A,ZETLAND PARK
ZETLAND PARK,11.0,HE,2045,2045/46,0.0,Generation (Fully Rated Converter),SALTCOATS A,ZETLAND PARK
ZETLAND PARK,11.0,HE,2046,2046/47,0.0,Generation (Fully Rated Converter),SALTCOATS A,ZETLAND PARK
ZETLAND PARK,11.0,HE,2047,2047/48,0.0,Generation (Fully Rated Converter),SALTCOATS A,ZETLAND PARK
ZETLAND PARK,11.0,HE,2048,2048/49,0.0,Generation (Fully Rated Converter),SALTCOATS A,ZETLAND PARK
ZETLAND PARK,11.0,HT,2027,2027/28,0.0,Generation (Fully Rated Converter),SALTCOATS A,ZETLAND PARK
ZETLAND PARK,11.0,HT,2035,2035/36,0.0,Generation (Fully Rated Converter),SALTCOATS A,ZETLAND PARK
ZETLAND PARK,11.0,HT,2036,2036/37,0.0,Generation (Fully Rated Converter),SALTCOATS A,ZETLAND PARK
ZETLAND PARK,11.0,HT,2038,2038/39,0.0,Generation (Fully Rated Converter),SALTCOATS A,ZETLAND PARK
ZETLAND PARK,11.0,HT,2041,2041/42,0.0,Generation (Fully Rated Converter),SALTCOATS A,ZETLAND PARK
ZETLAND PARK,11.0,HT,2025,2025/26,5.768468437621259,Generation (Fully Rated Converter),KILMARNOCK TOWN,ZETLAND PARK
ZETLAND PARK,11.0,HT,2024,2024/25,25.97006711685468,Generation (Fully Rated Converter),STIRLING,ZETLAND PARK
ZETLAND PARK,11.0,HT,2026,2026/27,26.10180375077116,Generation (Fully Rated Converter),STIRLING,ZETLAND PARK
ZETLAND PARK,11.0,EE,2038,2038/39,0.0,Generation (Fully Rated Converter),STIRLING,ZETLAND PARK
ZETLAND PARK,11.0,EE,2040,2040/41,0.0,Generation (Fully Rated Converter),STIRLING,ZETLAND PARK
ZETLAND PARK,11.0,EE,2041,2041/42,0.0,Generation (Fully Rated Converter),STIRLING,ZETLAND PARK
ZETLAND PARK,11.0,EE,2043,2043/44,0.0,Generation (Fully Rated Converter),STIRLING,ZETLAND PARK
ZETLAND PARK,11.0,EE,2045,2045/46,0.0,Generation (Fully Rated Converter),STIRLING,ZETLAND PARK
ZETLAND PARK,11.0,EE,2046,2046/47,0.0,Generation (Fully Rated Converter),STIRLING,ZETLAND PARK
ZETLAND PARK,11.0,EE,2047,2047/48,0.0,Generation (Fully Rated Converter),STIRLING,ZETLAND PARK
ZETLAND PARK,11.0,HE,2037,2037/38,0.0,Generation (Fully Rated Converter),STIRLING,ZETLAND PARK
ZETLAND PARK,11.0,HE,2040,2040/41,0.0,Generation (Fully Rated Converter),STIRLING,ZETLAND PARK
ZETLAND PARK,11.0,HE,2041,2041/42,0.0,Generation (Fully Rated Converter),STIRLING,ZETLAND PARK
ZETLAND PARK,11.0,HE,2043,2043/44,0.0,Generation (Fully Rated Converter),STIRLING,ZETLAND PARK
ZETLAND PARK,11.0,HE,2047,2047/48,0.0,Generation (Fully Rated Converter),STIRLING,ZETLAND PARK
ZETLAND PARK,11.0,HE,2049,2049/50,0.0,Generation (Fully Rated Converter),STIRLING,ZETLAND PARK
ZETLAND PARK,11.0,HT,2024,2024/25,5.563122329768979,Generation (Fully Rated Converter),STIRLING,ZETLAND PARK
ZETLAND PARK,11.0,HT,2029,2029/30,0.0,Generation (Fully Rated Converter),STIRLING,ZETLAND PARK
ZETLAND PARK,11.0,HT,2036,2036/37,0.0,Generation (Fully Rated Converter),STIRLING,ZETLAND PARK
ZETLAND PARK,11.0,HT,2037,2037/38,0.0,Generation (Fully Rated Converter),STIRLING,ZETLAND PARK
ZETLAND PARK,11.0,HT,2039,2039/40,0.0,Generation (Fully Rated Converter),STIRLING,ZETLAND PARK
ZETLAND PARK,11.0,HT,2040,2040/41,0.0,Generation (Fully Rated Converter),STIRLING,ZETLAND PARK
ZETLAND PARK,11.0,HT,2043,2043/44,0.0,Generation (Fully Rated Converter),STIRLING,ZETLAND PARK
ZETLAND PARK,11.0,HT,2045,2045/46,0.0,Generation (Fully Rated Converter),STIRLING,ZETLAND PARK
ZETLAND PARK,11.0,EE,2038,2038/39,0.8090815739154795,Generation (Fully Rated Converter),WISHAW,ZETLAND PARK
