district,year,month,month_name,delta_T_mean,baseline_hdd_per_day,projected_hdd_per_day,hdd_reduction
England SW and S Wales,2039,12,December,0.6201,7.2272,6.6132,0.614
England SW and S Wales,2040,1,January,0.8063,9.9874,9.1828,0.8046
England SW and S Wales,2040,2,February,1.4027,7.3506,5.9582,1.3924
England SW and S Wales,2040,3,March,1.4568,7.1138,5.6659,1.4478
England SW and S Wales,2040,4,April,1.1604,5.1424,3.9856,1.1568
England SW and S Wales,2040,5,May,1.8662,2.7963,1.2006,1.5957
England SW and S Wales,2040,6,June,1.6444,1.2962,0.302,0.9942
England SW and S Wales,2040,7,July,2.0801,0.7438,0.02,0.7238
England SW and S Wales,2040,8,August,2.4979,0.8407,0.0158,0.8248
England SW and S Wales,2040,9,September,2.142,1.9594,0.6419,1.3175
England SW and S Wales,2040,10,October,2.3638,3.34,1.3108,2.0291
England SW and S Wales,2040,11,November,2.0135,6.3655,4.4919,1.8736
England SW and S Wales,2040,12,December,1.3888,7.2272,5.8585,1.3687
England SW and S Wales,2041,1,January,1.1093,9.9874,8.8809,1.1065
England SW and S Wales,2041,2,February,1.5953,7.3506,5.7685,1.5821
England SW and S Wales,2041,3,March,0.9271,7.1138,6.1906,0.9231
England SW and S Wales,2041,4,April,0.7945,5.1424,4.3495,0.7929
England SW and S Wales,2041,5,May,1.7386,2.7963,1.2925,1.5038
England SW and S Wales,2041,6,June,2.5422,1.2962,0.0885,1.2077
England SW and S Wales,2041,7,July,1.9231,0.7438,0.0298,0.714
England SW and S Wales,2041,8,August,2.542,0.8407,0.0142,0.8265
England SW and S Wales,2041,9,September,3.0959,1.9594,0.3226,1.6367
England SW and S Wales,2041,10,October,2.2231,3.34,1.4105,1.9295
England SW and S Wales,2041,11,November,1.8615,6.3655,4.6275,1.7381
England SW and S Wales,2041,12,December,1.4522,7.2272,5.7968,1.4304
England SW and S Wales,2042,1,January,1.8706,9.9874,8.124,1.8634
England SW and S Wales,2042,2,February,1.76,7.3506,5.6067,1.7439
England SW and S Wales,2042,3,March,1.4792,7.1138,5.6438,1.4699
England SW and S Wales,2042,4,April,1.5043,5.1424,3.6452,1.4972
England SW and S Wales,2042,5,May,1.2735,2.7963,1.6542,1.1421
England SW and S Wales,2042,6,June,2.0779,1.2962,0.1744,1.1218
England SW and S Wales,2042,7,July,2.3647,0.7438,0.0091,0.7347
England SW and S Wales,2042,8,August,2.4319,0.8407,0.0185,0.8221
England SW and S Wales,2042,9,September,2.6239,1.9594,0.461,1.4984
England SW and S Wales,2042,10,October,2.2088,3.34,1.4208,1.9192
England SW and S Wales,2042,11,November,1.6737,6.3655,4.7965,1.569
England SW and S Wales,2042,12,December,2.0308,7.2272,5.2369,1.9903
England SW and S Wales,2043,1,January,1.5363,9.9874,8.456,1.5314
England SW and S Wales,2043,2,February,0.9606,7.3506,6.3954,0.9552
England SW and S Wales,2043,3,March,0.7874,7.1138,6.3294,0.7844
England SW and S Wales,2043,4,April,1.4523,5.1424,3.6965,1.4459
England SW and S Wales,2043,5,May,1.8727,2.7963,1.1959,1.6004
England SW and S Wales,2043,6,June,2.4467,1.2962,0.1026,1.1936
England SW and S Wales,2043,7,July,1.8924,0.7438,0.0322,0.7116
England SW and S Wales,2043,8,August,2.7312,0.8407,0.0088,0.8319
England SW and S Wales,2043,9,September,2.6275,1.9594,0.4598,1.4996
England SW and S Wales,2043,10,October,1.8799,3.34,1.6681,1.6719
England SW and S Wales,2043,11,November,1.663,6.3655,4.8062,1.5593
England SW and S Wales,2043,12,December,2.111,7.2272,5.1599,2.0672
England SW and S Wales,2044,1,January,1.622,9.9874,8.3708,1.6166
England SW and S Wales,2044,2,February,1.3066,7.3506,6.053,1.2976
England SW and S Wales,2044,3,March,1.6493,7.1138,5.476,1.6377
England SW and S Wales,2044,4,April,1.6699,5.1424,3.482,1.6604
England SW and S Wales,2044,5,May,1.5061,2.7963,1.4685,1.3279
England SW and S Wales,2044,6,June,2.1635,1.2962,0.155,1.1411
England SW and S Wales,2044,7,July,3.0404,0.7438,0.001,0.7428
England SW and S Wales,2044,8,August,2.8061,0.8407,0.0072,0.8335
England SW and S Wales,2044,9,September,2.4595,1.9594,0.518,1.4413
England SW and S Wales,2044,10,October,2.7113,3.34,1.0811,2.2588
England SW and S Wales,2044,11,November,1.9221,6.3655,4.5732,1.7923
England SW and S Wales,2044,12,December,1.5673,7.2272,5.6847,1.5425
England SW and S Wales,2045,1,January,1.7918,9.9874,8.2022,1.7852
England SW and S Wales,2045,2,February,1.3139,7.3506,6.0458,1.3048
England SW and S Wales,2045,3,March,1.0665,7.1138,6.0522,1.0615
England SW and S Wales,2045,4,April,1.6934,5.1424,3.459,1.6834
England SW and S Wales,2045,5,May,2.4688,2.7963,0.8142,1.9821
England SW and S Wales,2045,6,June,2.6826,1.2962,0.0707,1.2255
England SW and S Wales,2045,7,July,3.2696,0.7438,0.0004,0.7434
England SW and S Wales,2045,8,August,3.0009,0.8407,0.0042,0.8364
England SW and S Wales,2045,9,September,2.7148,1.9594,0.4315,1.5279
England SW and S Wales,2045,10,October,2.4892,3.34,1.2252,2.1147
England SW and S Wales,2045,11,November,1.3787,6.3655,5.0656,1.2999
England SW and S Wales,2045,12,December,1.0927,7.2272,6.1481,1.0791
England SW and S Wales,2046,1,January,1.5011,9.9874,8.4911,1.4963
England SW and S Wales,2046,2,February,1.5436,7.3506,5.8193,1.5313
England SW and S Wales,2046,3,March,1.1613,7.1138,5.9583,1.1555
England SW and S Wales,2046,4,April,1.2813,5.1424,3.8657,1.2767
England SW and S Wales,2046,5,May,1.9834,2.7963,1.1191,1.6773
England SW and S Wales,2046,6,June,1.7985,1.2962,0.2507,1.0455
England SW and S Wales,2046,7,July,2.3206,0.7438,0.0104,0.7334
England SW and S Wales,2046,8,August,2.8262,0.8407,0.0068,0.8338
England SW and S Wales,2046,9,September,2.8035,1.9594,0.404,1.5553
England SW and S Wales,2046,10,October,3.0069,3.34,0.9049,2.435
England SW and S Wales,2046,11,November,2.0819,6.3655,4.4313,1.9342
England SW and S Wales,2046,12,December,1.6021,7.2272,5.651,1.5762
England SW and S Wales,2047,1,January,1.188,9.9874,8.8026,1.1848
England SW and S Wales,2047,2,February,1.5938,7.3506,5.7699,1.5807
England SW and S Wales,2047,3,March,1.7095,7.1138,5.4168,1.697
England SW and S Wales,2047,4,April,1.7811,5.1424,3.3729,1.7695
England SW and S Wales,2047,5,May,2.1379,2.7963,1.0162,1.7802
England SW and S Wales,2047,6,June,2.0489,1.2962,0.1814,1.1148
England SW and S Wales,2047,7,July,2.1446,0.7438,0.0169,0.7269
England SW and S Wales,2047,8,August,2.8724,0.8407,0.006,0.8346
England SW and S Wales,2047,9,September,2.8933,1.9594,0.3776,1.5818
England SW and S Wales,2047,10,October,2.9156,3.34,0.9574,2.3825
England SW and S Wales,2047,11,November,2.2971,6.3655,4.2423,2.1232
England SW and S Wales,2047,12,December,1.1777,7.2272,6.0649,1.1623
England SW and S Wales,2048,1,January,1.6118,9.9874,8.381,1.6064
England SW and S Wales,2048,2,February,1.2571,7.3506,6.102,1.2486
England SW and S Wales,2048,3,March,1.615,7.1138,5.5098,1.6039
England SW and S Wales,2048,4,April,1.4522,5.1424,3.6966,1.4458
England SW and S Wales,2048,5,May,1.8498,2.7963,1.2122,1.5841
England SW and S Wales,2048,6,June,2.203,1.2962,0.1467,1.1495
England SW and S Wales,2048,7,July,2.0574,0.7438,0.0212,0.7226
England SW and S Wales,2048,8,August,2.8398,0.8407,0.0066,0.8341
England SW and S Wales,2048,9,September,2.7857,1.9594,0.4095,1.5499
England SW and S Wales,2048,10,October,2.885,3.34,0.9754,2.3646
England SW and S Wales,2048,11,November,1.7295,6.3655,4.7461,1.6194
England SW and S Wales,2048,12,December,1.1505,7.2272,6.0915,1.1357
England SW and S Wales,2049,1,January,2.2902,9.9874,7.7082,2.2792
England SW and S Wales,2049,2,February,1.8039,7.3506,5.5636,1.787
England SW and S Wales,2049,3,March,1.9893,7.1138,5.142,1.9717
England SW and S Wales,2049,4,April,1.5044,5.1424,3.645,1.4974
England SW and S Wales,2049,5,May,2.5352,2.7963,0.7767,2.0196
England SW and S Wales,2049,6,June,3.3229,1.2962,0.0225,1.2737
England SW and S Wales,2049,7,July,3.1323,0.7438,0.0007,0.7431
England SW and S Wales,2049,8,August,3.3834,0.8407,0.0013,0.8393
England SW and S Wales,2049,9,September,3.1775,1.9594,0.3023,1.6571
England SW and S Wales,2049,10,October,2.4637,3.34,1.2424,2.0975
England SW and S Wales,2049,11,November,2.448,6.3655,4.1114,2.2541
England SW and S Wales,2049,12,December,1.8901,7.2272,5.3722,1.855
England SW and S Wales,2050,1,January,2.4952,9.9874,7.5056,2.4817
England SW and S Wales,2050,2,February,1.0236,7.3506,6.3329,1.0177
England SW and S Wales,2050,3,March,0.8243,7.1138,6.2928,0.8209
England SW and S Wales,2050,4,April,1.8788,5.1424,3.2773,1.8651
England SW and S Wales,2050,5,May,1.899,2.7963,1.1774,1.6189
England SW and S Wales,2050,6,June,2.3971,1.2962,0.1106,1.1856
England SW and S Wales,2050,7,July,2.6024,0.7438,0.0045,0.7393
England SW and S Wales,2050,8,August,3.3403,0.8407,0.0015,0.8391
England SW and S Wales,2050,9,September,3.5515,1.9594,0.2214,1.738
England SW and S Wales,2050,10,October,3.1387,3.34,0.8323,2.5077
England SW and S Wales,2050,11,November,2.7897,6.3655,3.8204,2.5451
England SW and S Wales,2050,12,December,1.9142,7.2272,5.349,1.8782
England SW and S Wales,2051,1,January,1.7421,9.9874,8.2516,1.7358
England SW and S Wales,2051,2,February,1.7192,7.3506,5.6467,1.7039
England SW and S Wales,2051,3,March,1.467,7.1138,5.6559,1.4579
England SW and S Wales,2051,4,April,1.2468,5.1424,3.8999,1.2425
England SW and S Wales,2051,5,May,1.8142,2.7963,1.2377,1.5587
England SW and S Wales,2051,6,June,3.1545,1.2962,0.031,1.2652
England SW and S Wales,2051,7,July,3.3407,0.7438,0.0003,0.7435
England SW and S Wales,2051,8,August,3.8116,0.8407,0.0003,0.8403
England SW and S Wales,2051,9,September,2.809,1.9594,0.4024,1.557
England SW and S Wales,2051,10,October,2.7031,3.34,1.0863,2.2537
England SW and S Wales,2051,11,November,2.2238,6.3655,4.3064,2.0592
England SW and S Wales,2051,12,December,1.8604,7.2272,5.4009,1.8263
England SW and S Wales,2052,1,January,1.5642,9.9874,8.4283,1.5591
England SW and S Wales,2052,2,February,1.6588,7.3506,5.706,1.6446
England SW and S Wales,2052,3,March,1.6995,7.1138,5.4266,1.6871
England SW and S Wales,2052,4,April,1.9995,5.1424,3.1596,1.9828
England SW and S Wales,2052,5,May,2.6648,2.7963,0.7068,2.0895
England SW and S Wales,2052,6,June,3.0915,1.2962,0.0348,1.2614
England SW and S Wales,2052,7,July,3.5791,0.7438,0.0001,0.7437
England SW and S Wales,2052,8,August,4.2305,0.8407,0.0001,0.8406
England SW and S Wales,2052,9,September,3.1708,1.9594,0.3039,1.6554
England SW and S Wales,2052,10,October,3.0665,3.34,0.8717,2.4683
England SW and S Wales,2052,11,November,2.7434,6.3655,3.8594,2.5061
England SW and S Wales,2052,12,December,2.3782,7.2272,4.9052,2.322
England SW and S Wales,2053,1,January,1.7448,9.9874,8.2489,1.7385
England SW and S Wales,2053,2,February,1.305,7.3506,6.0546,1.296
England SW and S Wales,2053,3,March,1.7075,7.1138,5.4187,1.6951
England SW and S Wales,2053,4,April,2.4339,5.1424,2.7413,2.401
England SW and S Wales,2053,5,May,1.7735,2.7963,1.267,1.5293
England SW and S Wales,2053,6,June,2.6534,1.2962,0.0741,1.2221
England SW and S Wales,2053,7,July,3.4754,0.7438,0.0002,0.7436
England SW and S Wales,2053,8,August,3.0596,0.8407,0.0036,0.8371
England SW and S Wales,2053,9,September,3.4207,1.9594,0.2475,1.7119
England SW and S Wales,2053,10,October,2.7825,3.34,1.037,2.3029
England SW and S Wales,2053,11,November,2.2651,6.3655,4.2703,2.0953
England SW and S Wales,2053,12,December,1.4665,7.2272,5.7828,1.4444
England SW and S Wales,2054,1,January,1.8345,9.9874,8.1598,1.8276
England SW and S Wales,2054,2,February,0.2858,7.3506,7.0659,0.2847
England SW and S Wales,2054,3,March,1.7287,7.1138,5.3979,1.7159
England SW and S Wales,2054,4,April,1.5857,5.1424,3.5648,1.5775
England SW and S Wales,2054,5,May,2.5956,2.7963,0.7437,2.0527
England SW and S Wales,2054,6,June,2.2456,1.2962,0.138,1.1581
England SW and S Wales,2054,7,July,3.2141,0.7438,0.0005,0.7433
England SW and S Wales,2054,8,August,3.4542,0.8407,0.0011,0.8396
England SW and S Wales,2054,9,September,2.9952,1.9594,0.3492,1.6102
England SW and S Wales,2054,10,October,2.8512,3.34,0.9955,2.3445
England SW and S Wales,2054,11,November,2.3645,6.3655,4.1837,2.1819
England SW and S Wales,2054,12,December,2.3627,7.2272,4.9199,2.3073
England SW and S Wales,2055,1,January,1.9713,9.9874,8.024,1.9633
England SW and S Wales,2055,2,February,2.0172,7.3506,5.3549,1.9957
England SW and S Wales,2055,3,March,1.5267,7.1138,5.5969,1.5169
England SW and S Wales,2055,4,April,1.6424,5.1424,3.509,1.6334
England SW and S Wales,2055,5,May,2.833,2.7963,0.622,2.1743
England SW and S Wales,2055,6,June,2.9678,1.2962,0.0435,1.2527
England SW and S Wales,2055,7,July,3.3002,0.7438,0.0004,0.7434
England SW and S Wales,2055,8,August,3.2558,0.8407,0.002,0.8387
England SW and S Wales,2055,9,September,2.9698,1.9594,0.3561,1.6033
England SW and S Wales,2055,10,October,2.776,3.34,1.041,2.2989
England SW and S Wales,2055,11,November,2.956,6.3655,3.6816,2.6839
England SW and S Wales,2055,12,December,3.0321,7.2272,4.2933,2.9339
England SW and S Wales,2056,1,January,2.0682,9.9874,7.9281,2.0593
England SW and S Wales,2056,2,February,1.8168,7.3506,5.5509,1.7997
England SW and S Wales,2056,3,March,1.4971,7.1138,5.6262,1.4876
England SW and S Wales,2056,4,April,1.8704,5.1424,3.2855,1.8569
England SW and S Wales,2056,5,May,1.985,2.7963,1.1179,1.6784
England SW and S Wales,2056,6,June,2.8986,1.2962,0.0491,1.2471
England SW and S Wales,2056,7,July,4.0215,0.7438,0.0,0.7438
England SW and S Wales,2056,8,August,4.4432,0.8407,0.0,0.8406
England SW and S Wales,2056,9,September,3.856,1.9594,0.169,1.7904
England SW and S Wales,2056,10,October,2.9983,3.34,0.9098,2.4302
England SW and S Wales,2056,11,November,3.1931,6.3655,3.4872,2.8784
England SW and S Wales,2056,12,December,2.0037,7.2272,5.2629,1.9643
England SW and S Wales,2057,1,January,1.8577,9.9874,8.1368,1.8506
England SW and S Wales,2057,2,February,2.2229,7.3506,5.1546,2.196
England SW and S Wales,2057,3,March,1.8107,7.1138,5.3173,1.7965
England SW and S Wales,2057,4,April,1.7906,5.1424,3.3636,1.7788
England SW and S Wales,2057,5,May,2.7211,2.7963,0.6777,2.1187
England SW and S Wales,2057,6,June,3.6103,1.2962,0.0126,1.2836
England SW and S Wales,2057,7,July,3.9268,0.7438,0.0,0.7438
England SW and S Wales,2057,8,August,3.8164,0.8407,0.0003,0.8403
England SW and S Wales,2057,9,September,3.787,1.9594,0.1799,1.7795
England SW and S Wales,2057,10,October,3.2719,3.34,0.7626,2.5773
England SW and S Wales,2057,11,November,3.2776,6.3655,3.4189,2.9466
England SW and S Wales,2057,12,December,2.9671,7.2272,4.3533,2.8739
England SW and S Wales,2058,1,January,2.3127,9.9874,7.686,2.3014
England SW and S Wales,2058,2,February,2.2124,7.3506,5.1648,2.1858
England SW and S Wales,2058,3,March,1.5402,7.1138,5.5836,1.5301
England SW and S Wales,2058,4,April,1.5779,5.1424,3.5726,1.5698
England SW and S Wales,2058,5,May,2.5906,2.7963,0.7464,2.05
England SW and S Wales,2058,6,June,3.1906,1.2962,0.029,1.2672
England SW and S Wales,2058,7,July,3.7507,0.7438,0.0001,0.7437
England SW and S Wales,2058,8,August,4.3699,0.8407,0.0,0.8406
England SW and S Wales,2058,9,September,3.5111,1.9594,0.2292,1.7302
England SW and S Wales,2058,10,October,3.5457,3.34,0.6314,2.7085
England SW and S Wales,2058,11,November,3.2485,6.3655,3.4424,2.9232
England SW and S Wales,2058,12,December,2.6594,7.2272,4.6398,2.5874
England SW and S Wales,2059,1,January,1.9912,9.9874,8.0043,1.9831
England SW and S Wales,2059,2,February,2.1252,7.3506,5.2497,2.1009
England SW and S Wales,2059,3,March,2.5291,7.1138,4.6169,2.4968
England SW and S Wales,2059,4,April,2.1845,5.1424,2.9803,2.162
England SW and S Wales,2059,5,May,2.5251,2.7963,0.7824,2.0139
England SW and S Wales,2059,6,June,3.0096,1.2962,0.0404,1.2558
England SW and S Wales,2059,7,July,3.8691,0.7438,0.0,0.7438
England SW and S Wales,2059,8,August,3.8751,0.8407,0.0003,0.8404
England SW and S Wales,2059,9,September,3.8437,1.9594,0.1709,1.7885
England SW and S Wales,2059,10,October,3.7335,3.34,0.5506,2.7893
England SW and S Wales,2059,11,November,2.9218,6.3655,3.71,2.6556
England SW and S Wales,2059,12,December,2.6212,7.2272,4.6757,2.5515
England SW and S Wales,2060,1,January,2.5684,9.9874,7.4334,2.5539
England SW and S Wales,2060,2,February,2.4533,7.3506,4.9314,2.4192
England SW and S Wales,2060,3,March,1.7484,7.1138,5.3785,1.7353
England SW and S Wales,2060,4,April,2.09,5.1424,3.0717,2.0706
England SW and S Wales,2060,5,May,2.4888,2.7963,0.8028,1.9935
England SW and S Wales,2060,6,June,3.7218,1.2962,0.0099,1.2863
England SW and S Wales,2060,7,July,4.2217,0.7438,0.0,0.7438
England SW and S Wales,2060,8,August,4.4429,0.8407,0.0,0.8406
England SW and S Wales,2060,9,September,3.6152,1.9594,0.2095,1.7499
England SW and S Wales,2060,10,October,3.3523,3.34,0.7225,2.6175
England SW and S Wales,2060,11,November,2.6973,6.3655,3.8983,2.4672
England SW and S Wales,2060,12,December,2.3378,7.2272,4.9436,2.2836
England SW and S Wales,2061,1,January,2.5613,9.9874,7.4404,2.547
England SW and S Wales,2061,2,February,1.7493,7.3506,5.6171,1.7335
England SW and S Wales,2061,3,March,1.6498,7.1138,5.4755,1.6382
England SW and S Wales,2061,4,April,2.1866,5.1424,2.9783,2.1641
England SW and S Wales,2061,5,May,2.8025,2.7963,0.6369,2.1595
England SW and S Wales,2061,6,June,3.2239,1.2962,0.0272,1.269
England SW and S Wales,2061,7,July,3.4462,0.7438,0.0002,0.7436
England SW and S Wales,2061,8,August,4.0193,0.8407,0.0002,0.8405
England SW and S Wales,2061,9,September,3.7273,1.9594,0.1897,1.7696
England SW and S Wales,2061,10,October,3.767,3.34,0.537,2.8029
England SW and S Wales,2061,11,November,3.2405,6.3655,3.4489,2.9166
England SW and S Wales,2061,12,December,3.0146,7.2272,4.3094,2.9178
England SW and S Wales,2062,1,January,2.3638,9.9874,7.6355,2.3519
England SW and S Wales,2062,2,February,2.126,7.3506,5.2489,2.1017
England SW and S Wales,2062,3,March,1.9141,7.1138,5.2158,1.898
England SW and S Wales,2062,4,April,2.5659,5.1424,2.6164,2.526
England SW and S Wales,2062,5,May,2.4629,2.7963,0.8176,1.9788
England SW and S Wales,2062,6,June,3.6367,1.2962,0.0119,1.2843
England SW and S Wales,2062,7,July,3.9118,0.7438,0.0,0.7438
England SW and S Wales,2062,8,August,4.6363,0.8407,0.0,0.8406
England SW and S Wales,2062,9,September,4.6065,1.9594,0.0813,1.8781
England SW and S Wales,2062,10,October,3.6574,3.34,0.5825,2.7575
England SW and S Wales,2062,11,November,3.0217,6.3655,3.6274,2.7382
England SW and S Wales,2062,12,December,2.4199,7.2272,4.8657,2.3615
England SW and S Wales,2063,1,January,1.9821,9.9874,8.0134,1.974
England SW and S Wales,2063,2,February,1.822,7.3506,5.5459,1.8047
England SW and S Wales,2063,3,March,1.7313,7.1138,5.3953,1.7185
England SW and S Wales,2063,4,April,2.0281,5.1424,3.1317,2.0107
England SW and S Wales,2063,5,May,2.5075,2.7963,0.7923,2.0041
England SW and S Wales,2063,6,June,4.4431,1.2962,0.0018,1.2944
England SW and S Wales,2063,7,July,3.8358,0.7438,0.0,0.7438
England SW and S Wales,2063,8,August,5.5845,0.8407,0.0,0.8407
England SW and S Wales,2063,9,September,4.2068,1.9594,0.1215,1.8379
England SW and S Wales,2063,10,October,4.3948,3.34,0.3233,3.0167
England SW and S Wales,2063,11,November,2.7618,6.3655,3.8438,2.5217
England SW and S Wales,2063,12,December,2.8717,7.2272,4.4416,2.7855
England SW and S Wales,2064,1,January,3.1728,9.9874,6.8393,3.1481
England SW and S Wales,2064,2,February,2.3886,7.3506,4.994,2.3566
England SW and S Wales,2064,3,March,2.1255,7.1138,5.0089,2.1049
England SW and S Wales,2064,4,April,1.7611,5.1424,3.3925,1.7499
England SW and S Wales,2064,5,May,2.691,2.7963,0.6931,2.1032
England SW and S Wales,2064,6,June,3.4726,1.2962,0.0167,1.2795
England SW and S Wales,2064,7,July,4.4845,0.7438,0.0,0.7438
England SW and S Wales,2064,8,August,5.2032,0.8407,0.0,0.8407
England SW and S Wales,2064,9,September,3.911,1.9594,0.1607,1.7987
England SW and S Wales,2064,10,October,3.6811,3.34,0.5724,2.7675
England SW and S Wales,2064,11,November,3.6693,6.3655,3.11,3.2555
England SW and S Wales,2064,12,December,3.2277,7.2272,4.114,3.1132
England SW and S Wales,2065,1,January,2.3536,9.9874,7.6456,2.3418
England SW and S Wales,2065,2,February,1.7825,7.3506,5.5846,1.766
England SW and S Wales,2065,3,March,2.2238,7.1138,4.9131,2.2007
England SW and S Wales,2065,4,April,1.4188,5.1424,3.7296,1.4128
England SW and S Wales,2065,5,May,2.5855,2.7963,0.7491,2.0472
England SW and S Wales,2065,6,June,3.728,1.2962,0.0098,1.2864
England SW and S Wales,2065,7,July,4.8283,0.7438,0.0,0.7438
England SW and S Wales,2065,8,August,4.8408,0.8407,0.0,0.8406
England SW and S Wales,2065,9,September,4.4265,1.9594,0.0977,1.8616
England SW and S Wales,2065,10,October,4.2515,3.34,0.3653,2.9746
England SW and S Wales,2065,11,November,2.7787,6.3655,3.8296,2.5359
England SW and S Wales,2065,12,December,2.6032,7.2272,4.6926,2.5346
England SW and S Wales,2066,1,January,1.9133,9.9874,8.0816,1.9058
England SW and S Wales,2066,2,February,2.1593,7.3506,5.2165,2.1341
England SW and S Wales,2066,3,March,2.1729,7.1138,4.9627,2.1511
England SW and S Wales,2066,4,April,2.0173,5.1424,3.1423,2.0001
England SW and S Wales,2066,5,May,2.7922,2.7963,0.6419,2.1544
England SW and S Wales,2066,6,June,3.2833,1.2962,0.0243,1.2719
England SW and S Wales,2066,7,July,4.2477,0.7438,0.0,0.7438
England SW and S Wales,2066,8,August,4.5676,0.8407,0.0,0.8406
England SW and S Wales,2066,9,September,4.2007,1.9594,0.1222,1.8372
England SW and S Wales,2066,10,October,3.6225,3.34,0.5975,2.7425
England SW and S Wales,2066,11,November,2.9809,6.3655,3.661,2.7045
England SW and S Wales,2066,12,December,2.7753,7.2272,4.5314,2.6958
England SW and S Wales,2067,1,January,2.5471,9.9874,7.4545,2.5329
England SW and S Wales,2067,2,February,2.5405,7.3506,4.8474,2.5032
England SW and S Wales,2067,3,March,2.1033,7.1138,5.0306,2.0832
England SW and S Wales,2067,4,April,1.9561,5.1424,3.2018,1.9406
England SW and S Wales,2067,5,May,2.9517,2.7963,0.5663,2.23
England SW and S Wales,2067,6,June,3.6373,1.2962,0.0119,1.2843
England SW and S Wales,2067,7,July,4.0337,0.7438,0.0,0.7438
England SW and S Wales,2067,8,August,5.2997,0.8407,0.0,0.8407
England SW and S Wales,2067,9,September,4.4348,1.9594,0.0969,1.8625
England SW and S Wales,2067,10,October,3.8419,3.34,0.5074,2.8326
England SW and S Wales,2067,11,November,3.3004,6.3655,3.4006,2.9649
England SW and S Wales,2067,12,December,3.0834,7.2272,4.246,2.9812
England SW and S Wales,2068,1,January,3.2812,9.9874,6.7333,3.2541
England SW and S Wales,2068,2,February,2.9571,7.3506,4.4491,2.9015
England SW and S Wales,2068,3,March,2.1005,7.1138,5.0333,2.0804
England SW and S Wales,2068,4,April,2.2866,5.1424,2.8821,2.2602
England SW and S Wales,2068,5,May,2.7548,2.7963,0.6606,2.1358
England SW and S Wales,2068,6,June,4.1371,1.2962,0.0039,1.2923
England SW and S Wales,2068,7,July,4.1405,0.7438,0.0,0.7438
England SW and S Wales,2068,8,August,5.4683,0.8407,0.0,0.8407
England SW and S Wales,2068,9,September,4.4075,1.9594,0.0996,1.8598
England SW and S Wales,2068,10,October,4.2163,3.34,0.3762,2.9637
England SW and S Wales,2068,11,November,3.1514,6.3655,3.5211,2.8444
England SW and S Wales,2068,12,December,3.0417,7.2272,4.2844,2.9428
England SW and S Wales,2069,1,January,2.5072,9.9874,7.4938,2.4936
England SW and S Wales,2069,2,February,1.4595,7.3506,5.9022,1.4484
England SW and S Wales,2069,3,March,1.2849,7.1138,5.8359,1.2778
England SW and S Wales,2069,4,April,2.5938,5.1424,2.5901,2.5523
England SW and S Wales,2069,5,May,4.0334,2.7963,0.2074,2.5889
England SW and S Wales,2069,6,June,3.3023,1.2962,0.0234,1.2728
England SW and S Wales,2069,7,July,4.6464,0.7438,0.0,0.7438
England SW and S Wales,2069,8,August,5.2036,0.8407,0.0,0.8407
England SW and S Wales,2069,9,September,4.2538,1.9594,0.116,1.8434
England SW and S Wales,2069,10,October,2.99,3.34,0.9145,2.4255
England SW and S Wales,2069,11,November,3.0569,6.3655,3.5984,2.7671
England SW and S Wales,2069,12,December,2.9368,7.2272,4.3812,2.846
England SW and S Wales,2070,1,January,2.859,9.9874,7.1472,2.8402
England SW and S Wales,2070,2,February,2.5756,7.3506,4.8136,2.537
England SW and S Wales,2070,3,March,2.1746,7.1138,4.9611,2.1527
England SW and S Wales,2070,4,April,2.2251,5.1424,2.9412,2.2012
England SW and S Wales,2070,5,May,2.5773,2.7963,0.7536,2.0427
England SW and S Wales,2070,6,June,3.3691,1.2962,0.0205,1.2756
England SW and S Wales,2070,7,July,4.4521,0.7438,0.0,0.7438
England SW and S Wales,2070,8,August,5.0964,0.8407,0.0,0.8407
England SW and S Wales,2070,9,September,4.5027,1.9594,0.0905,1.8689
England SW and S Wales,2070,10,October,4.1723,3.34,0.3902,2.9497
England SW and S Wales,2070,11,November,3.723,6.3655,3.0686,3.2969
England SW and S Wales,2070,12,December,3.2242,7.2272,4.1172,3.11
England SW and S Wales,2071,1,January,3.5154,9.9874,6.5049,3.4825
England SW and S Wales,2071,2,February,2.3933,7.3506,4.9895,2.3611
England SW and S Wales,2071,3,March,2.4274,7.1138,4.7153,2.3985
England SW and S Wales,2071,4,April,3.1233,5.1424,2.1041,3.0383
England SW and S Wales,2071,5,May,3.8391,2.7963,0.2537,2.5426
England SW and S Wales,2071,6,June,5.0241,1.2962,0.0004,1.2958
England SW and S Wales,2071,7,July,4.3289,0.7438,0.0,0.7438
England SW and S Wales,2071,8,August,5.4602,0.8407,0.0,0.8407
England SW and S Wales,2071,9,September,4.9312,1.9594,0.0575,1.9019
England SW and S Wales,2071,10,October,4.194,3.34,0.3833,2.9567
England SW and S Wales,2071,11,November,3.9856,6.3655,2.87,3.4955
England SW and S Wales,2071,12,December,3.0972,7.2272,4.2334,2.9938
England SW and S Wales,2072,1,January,2.6367,9.9874,7.366,2.6214
England SW and S Wales,2072,2,February,2.7079,7.3506,4.6866,2.664
England SW and S Wales,2072,3,March,2.92,7.1138,4.242,2.8718
England SW and S Wales,2072,4,April,2.0426,5.1424,3.1177,2.0247
England SW and S Wales,2072,5,May,2.2439,2.7963,0.9487,1.8476
England SW and S Wales,2072,6,June,4.2566,1.2962,0.0029,1.2933
England SW and S Wales,2072,7,July,5.5477,0.7438,0.0,0.7438
